상권코드명,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수
왕십리로8길,24896,13629,11267,870,6461,6466,4691,3799,2609
용답중앙11다길,5135,2653,2482,202,1240,862,1071,1010,751
용답중앙13길,10276,5472,4805,277,2392,1979,1865,2082,1681
용답중앙길,96500,51509,44991,3314,23738,19017,17450,17893,15088
용마산로115길,72607,38110,34497,2233,13319,13061,12518,18008,13468
용마산로117길,25966,12862,13104,1531,3823,5058,4676,6171,4708
용마산로45길,34322,17819,16504,1277,7285,7502,5614,6868,5778
우사단로10길,191262,95029,96233,2392,63466,59258,31359,19525,15262
우사단로2길,70953,41641,29311,2685,25805,18261,10562,7232,6408
우이천로4라길,81610,41441,40169,1682,13250,14458,18833,17991,15397
원효로19길,31013,19391,11622,1359,5323,8230,7227,5140,3734
원효로35길,34840,19504,15335,1859,6694,8809,8011,5560,3907
원효로41길,28717,17995,10722,655,6447,7145,6668,4627,3176
원효로53길,39516,24852,14664,842,7709,9901,8467,7146,5449
원효로71길,4596,2749,1848,29,1179,1640,553,763,433
원효로89길,57655,33050,24605,3039,14363,16349,11378,7472,5053
월계로37길,11337,5889,5448,962,2000,1673,2215,2056,2430
월계로7나길,227994,110226,117767,20567,60899,41080,36776,35981,32691
월곡로5길,58852,28834,30018,4881,12258,9732,10627,10692,10662
월드컵로10길,94884,46202,48682,3922,29232,26858,16581,10766,7525
월드컵로14길,62183,30301,31882,2281,19581,17804,11204,6721,4591
월드컵로23길,242870,112373,130497,10408,71664,64946,41268,29764,24818
월드컵로25길,91843,42398,49446,5526,22819,24308,17538,11684,9968
월드컵로29길,135211,64650,70561,9527,32467,34198,25649,18222,15147
월드컵로31길,108418,54070,54348,6719,24858,26295,20215,17086,13245
월드컵로32길,27436,12899,14537,1500,9285,7169,4454,2955,2073
월드컵로36길,21750,10331,11419,1810,4440,4662,4175,3674,2990
월드컵로3길,69596,31715,37881,1451,24611,20729,11628,7235,3942
월드컵로7길,75174,34626,40548,2183,27917,23744,10808,6171,4351
월드컵북로16길,102254,50776,51477,5655,27974,24939,19967,12911,10807
월드컵북로30길,48586,23664,24922,5491,9865,9874,9389,7845,6122
월드컵북로48길,102460,55406,47054,3372,26409,28278,21081,14109,9211
월드컵북로4길,57508,27352,30156,1857,24413,16601,8085,4058,2495
월드컵북로6길,160651,75839,84812,5841,64249,44683,23910,13575,8392
월드컵북로7길,128009,65265,62744,3894,39653,35338,23431,15234,10459
위례성대로18길,139534,70508,69026,20756,25868,25304,24882,24679,18046
위례성대로20길,33017,16299,16718,3975,5831,5506,5964,6488,5253
율곡로10길,32220,17412,14808,630,8965,7967,5942,4915,3802
율곡로17길,11603,6089,5514,333,2865,2268,2123,2090,1924
율곡로19길,28653,15769,12883,653,7152,5546,5369,5440,4493
율곡로1길,15161,7587,7574,560,3776,4234,3041,2198,1352
율곡로3길,14410,6708,7701,727,3650,3579,2812,2188,1453
율곡로6길,28746,16211,12534,498,7554,6999,5376,4488,3829
은천로25길,18957,9047,9910,1374,3578,4048,4102,2962,2893
은천로5길,23981,12865,11116,605,5779,5251,3984,4440,3922
은천로6길,109261,56247,53013,7410,25006,22650,17007,19218,17970
은천로9길,48504,25136,23368,3287,11184,10065,7353,8644,7970
