상권코드명,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수
반포대로12길,17893,10363,7530,418,4500,4223,3987,2799,1967
반포대로19길,18716,10339,8376,1282,4102,4580,3723,3174,1854
반포대로21길,26741,14560,12181,2250,5824,6157,5397,4336,2777
반포대로22길,31675,17306,14369,1307,6785,7524,7120,5188,3751
반포대로9길,112561,61842,50719,16489,22873,23732,20938,15685,12844
방배로15길,32384,15886,16498,1891,8143,7238,5944,4853,4315
방배로23길,36669,17541,19128,299,9586,9553,7281,5200,4750
방배로31길,146026,75981,70045,9405,31122,33093,27890,22499,22016
방배로42길,47175,21596,25579,2937,7233,9110,10449,9077,8368
방배로6길,1250,623,627,110,278,225,197,210,229
방배천로4안길,9179,4430,4749,354,2440,1809,1379,1645,1552
방울내로7길,38311,17588,20723,3528,8350,9030,7038,5852,4514
방학로6길,160899,81941,78958,10863,27760,27829,31997,34975,27474
방화동로5길,2587,1506,1082,131,825,544,243,389,455
백범로16길,79834,42877,36958,13039,29899,10736,10324,9390,6447
백범로25길,61251,29946,31305,5729,12401,13916,11646,10572,6988
백범로26길,5841,2945,2896,1241,1289,1109,944,799,460
백범로77길,22087,11496,10590,1631,5651,5299,3575,3177,2754
백범로87길,22812,11538,11274,512,5564,6910,4813,2975,2038
백범로90다길,74228,36681,37547,2773,20399,22449,12101,9962,6544
백범로90라길,16929,8358,8571,326,4207,5109,3498,2272,1517
백석동길,7312,3163,4149,16,1897,1166,1300,1306,1627
백제고분로12길,17530,8130,9400,466,3956,3814,2746,3273,3276
백제고분로18길,20357,10604,9753,462,4749,5502,3527,3758,2359
백제고분로19길,110073,54327,55745,8227,24183,25545,19006,17803,15310
백제고분로21길,82673,39516,43157,5812,18504,21433,15498,12018,9409
백제고분로27길,159116,76290,82827,9129,36672,40408,29546,22910,20450
백제고분로31길,65749,31732,34017,2368,15364,17113,12294,10004,8605
백제고분로32길,176340,89944,86395,7127,39910,44966,33625,25796,24916
백제고분로34길,61540,32575,28965,1613,13186,16021,10894,10133,9693
백제고분로39길,69925,33189,36736,2179,15321,17990,12150,11066,11218
백제고분로40길,143971,73078,70892,7149,29306,31544,24281,28914,22776
백제고분로41길,138845,68465,70381,4495,39785,33918,20319,21473,18855
백제고분로42길,80973,38054,42919,6195,17064,16804,13292,14375,13243
백제고분로45길,72641,35361,37280,1192,21289,19747,11514,10597,8303
백제고분로46길,62020,30441,31579,4372,12963,12675,11066,11263,9682
백제고분로50길,76598,38722,37876,5288,14712,18975,13405,13129,11089
범안로17길,46053,27233,18819,1741,9742,10246,8710,10168,5445
법원단지길,126933,66228,60705,18876,26179,22718,19402,22716,17043
보국문로11길,37964,21808,16157,5910,14316,5140,4200,4182,4216
보국문로16길,37994,18631,19362,5336,12390,5005,5396,5115,4751
보국문로18길,38457,19770,18688,4716,10790,5634,6082,5816,5419
보국문로8길,26163,13881,12282,2738,8091,3455,4021,4126,3732
보라매로2길,36853,18554,18299,2264,9579,8533,6540,4774,5163
보문로13다길,89967,46544,43423,6599,25490,16549,13571,15471,12286
보문로19길,30630,16289,14341,1060,10027,5836,4598,4950,4160
보문로23길,42537,22305,20232,2725,12267,8547,6741,6765,5492
보문로29다길,28699,12892,15807,3364,7707,5214,5156,4184,3075
보문로30가길,156385,62596,93789,23572,82145,22366,12150,9927,6224
보문로34길,101961,37454,64506,13901,51154,14889,9559,7335,5121
보문로34나길,130559,40820,89738,25290,64084,15271,10654,9106,6153
보문로37길,25601,11934,13667,1958,8266,4457,4018,3892,3010
보문로3길,24172,12934,11238,1462,5798,4480,4017,4882,3533
복은길,58283,33644,24639,5267,20802,11507,7466,6722,6520
봉우재로14길,24615,12238,12378,1862,4065,4425,4891,4775,4597
봉우재로28길,30114,16525,13589,582,5794,5953,5826,6697,5262
봉우재로33길,59549,30153,29396,844,13079,12548,10922,12680,9476
봉우재로70길,66587,28159,38428,13738,11058,9907,8995,13873,9016
봉천로13길,14838,8132,6706,764,5411,3747,2229,1440,1247
봉천로23길,25551,13837,11714,794,9766,5547,3613,3829,2001
봉천로23나길,49668,26971,22697,1757,13902,10265,8122,8537,7085
봉천로30길,14367,7258,7109,844,3557,2608,2496,2442,2421
봉천로31길,49359,25212,24147,2747,11638,9723,8183,8688,8380
봉천로33길,25595,12522,13073,2231,5539,5372,4205,3900,4347
봉천로6길,55181,28073,27108,1639,22323,13263,7216,5050,5690
봉화산로30길,90460,45565,44895,4343,19054,18414,14131,20323,14194
봉화산로4길,86100,44146,41954,6910,15202,13983,15293,19954,14758
봉화산로56길,78243,38101,40142,7278,15356,14001,14315,15513,11780
부일로15길,12141,5587,6554,1180,2159,2078,2723,2325,1676
북아현로12길,28399,13337,15062,2594,8248,4405,4290,4402,4461
북아현로14길,41528,19723,21805,4024,11407,6549,6457,6512,6579
북촌로5가길,23201,10999,12202,1259,6516,5551,4501,3451,1923
북촌로5나길,22441,10260,12182,354,6868,5880,4392,3431,1517
북촌로6길,12432,6423,6008,462,2923,2948,2542,1970,1586
불광로18길,1289,643,646,6,194,43,67,432,547
불광로2길,23428,10853,12575,638,4234,4240,4558,4674,5084
사가정로27길,24890,12770,12120,1928,4329,4603,5195,4920,3915
사가정로51길,89720,45107,44613,5017,20464,16973,14062,18539,14664
사근동11길,44490,20119,24371,5713,22488,5051,3910,3665,3663
사근동8가길,35673,17312,18361,7622,19701,3129,1733,1860,1628
사근동8길,23378,12176,11202,4706,12934,2340,1090,1223,1084
사근동길,75633,38904,36728,14418,40300,7594,4657,4789,3875
사당로14가길,18704,9327,9377,1328,4456,3980,2901,3022,3017
사당로16길,157177,77749,79428,10199,37385,34534,25271,25815,23972
사당로17길,67658,32012,35647,5028,15734,13762,10465,11183,11486
사임당로12길,23441,9230,14211,4553,9458,3420,2467,2156,1386
사임당로1길,29767,17511,12256,2032,7368,6907,5663,4752,3045
사직로12길,13566,6942,6623,692,3550,3301,2625,2021,1376
사직로8길,23047,11591,11456,899,4746,6076,5044,3563,2718
사평대로22길,34954,14697,20257,2756,5528,7488,9046,5673,4463
사평대로28길,20888,10102,10786,1180,4128,5000,4730,3182,2669
사평대로2길,34577,17708,16869,2330,7108,7344,7816,5608,4371
사평대로57길,99330,48452,50878,4527,36882,28296,14143,8636,6846
살곶이8길,9715,5534,4182,1676,5736,1116,674,454,58
삼각산로22길,8947,4202,4745,138,1767,1623,1847,1845,1727
삼선교로10길,118437,60415,58021,15693,39227,18244,17521,15783,11968
삼선교로14길,313060,150371,162690,61689,118816,37785,38615,32841,23315
삼선교로23길,98352,46785,51567,6892,31377,17724,15796,14525,12038
삼선교로4길,94895,44674,50221,15399,36615,12704,12403,9999,7775
삼성로100길,42842,24367,18475,1355,9954,12849,9679,5284,3722
삼성로146길,1747,747,1000,17,520,557,302,200,151
삼성로64길,38829,20730,18099,6925,5496,6332,9932,6096,4048
삼양로112길,22658,10909,11749,1806,4252,3933,4591,4244,3832
삼양로139길,24594,8178,16416,2727,10707,1812,2862,3662,2824
삼양로144길,19129,3589,15541,4301,9946,993,1516,1294,1081
삼양로173길,6931,3853,3078,642,1474,278,800,1971,1766
삼양로19길,24818,11100,13717,4131,3183,4863,5476,3360,3803
삼양로20길,38459,17980,20480,4224,6076,7380,7780,7091,5910
삼양로24길,53976,26458,27518,8646,8609,8533,9270,10042,8876
삼양로27길,33124,16448,16675,3341,5567,5299,6385,6233,6299
삼양로32가길,3180,1177,2002,753,178,333,694,709,513
삼양로38길,13624,5313,8310,1838,1796,1810,2504,3281,2396
삼양로73가길,12610,6375,6236,600,2744,2757,2307,2527,1676
삼양로73길,12166,6510,5656,818,2591,2328,2189,2399,1840
삼양로74길,33022,16693,16329,3336,7332,5538,5370,6042,5403
삼양로77가길,14881,6905,7976,330,3198,3735,3130,3309,1178
삼양로8길,19287,9058,10229,2656,3699,3330,3468,3172,2962
삼양로93길,30329,14016,16313,1319,5744,5013,5744,6443,6065
삼양로99길,4104,1892,2212,78,848,702,818,834,824
삼일대로32가길,28953,16517,12436,452,8602,6270,4960,4537,4132
삼일대로32길,44970,25852,19118,658,12298,10415,8101,7130,6368
삼일대로4길,13577,7703,5874,173,3145,3376,3372,2113,1398
삼청로5길,5156,2358,2798,54,1638,1319,978,875,292
상계로12길,16489,8054,8435,1328,4198,2362,2893,3019,2690
상계로37길,9957,5198,4759,392,1453,1087,2017,2499,2509
상계로9가길,79483,40554,38929,6666,14125,11913,13896,17423,15460
상도로15길,160409,80271,80138,6964,42502,33074,24369,27381,26119
상원10길,13317,7404,5913,425,3114,3528,2464,2175,1611
상원길,92333,51938,40395,2000,22737,26492,19228,13937,7939
상일로5길,21771,10302,11469,7735,2325,2752,3804,3635,1520
새말로16길,75734,38221,37513,3386,21914,18405,11956,10469,9605
새창로33길,27041,16519,10522,557,5449,6063,5743,5280,3949
서강대길,46581,29784,16797,9357,27598,3167,2698,2321,1439
서강로11길,20431,9673,10758,1669,8892,4124,3072,1513,1162
서강로20길,125100,64329,60771,14234,59463,19035,13037,11178,8153
서달로14길,69495,33754,35741,4157,18817,10898,11227,12595,11801
서달로15길,120847,63915,56932,22439,62156,10188,9487,9488,7089
서래로5길,55530,26126,29404,5740,8450,11853,13723,8596,7169
서림3길,124165,72606,51559,6361,67291,21324,10135,8760,10296
서순라길,14609,8337,6272,117,4521,3669,2728,2015,1558
서오릉로13길,55157,26858,28299,8647,10050,9747,9573,9209,7931
서오릉로21길,280405,124317,156089,33125,48965,49520,51096,53904,43794
서오릉로7길,11572,5194,6378,132,2146,2825,2100,2350,2020
서오릉로8길,22096,9809,12287,604,2997,5946,3894,4952,3703
서운로11길,31849,16723,15126,1323,6297,7323,7258,5235,4414
서울숲2길,71477,35932,35544,6304,19222,15413,11356,11180,8002
서울시립대로27길,35594,18787,16807,1778,12394,5689,4527,5927,5279
서울시립대로29길,52899,30705,22194,8530,28228,5144,4126,4116,2753
서울시립대로2길,31128,17346,13782,1409,7049,7875,5765,5371,3658
서울시립대로5길,4513,2433,2080,582,593,1111,693,777,756
서초대로19길,140531,72411,68120,8446,30934,32842,26518,21056,20734
서초대로1길,146848,73240,73608,9896,40277,28716,22821,23178,21960
서초대로23길,118607,59618,58989,4769,26076,28627,22349,18351,18435
서초대로25길,69489,34525,34963,2777,14782,15979,13332,11621,10998
서초대로26길,35508,16375,19133,1592,9331,9041,6234,4919,4391
서초대로33길,82989,40245,42744,2106,17549,20279,16694,14317,12044
서초대로34길,18699,9579,9120,318,4164,4768,3801,3171,2477
서초대로38길,42041,22537,19504,4064,7772,9928,9055,6729,4493
서초대로4길,51807,22485,29323,8473,8853,9396,8701,8913,7471
서초대로54길,34020,17340,16681,3071,9940,6092,5744,4139,5035
서초대로65길,3196,1454,1742,855,222,595,723,413,387
서초중앙로31길,24432,11739,12693,3010,3202,4913,5714,3967,3626
서초중앙로33길,58866,28812,30054,6952,8088,12192,14756,9069,7809
서해안로24길,2481,1157,1324,129,422,626,547,407,350
석계로13길,6776,5010,1765,1272,3003,398,835,527,740
석계로18길,42152,23518,18634,5114,12153,6281,5844,6351,6410
석계로7길,35271,18025,17246,2922,8828,5775,6139,6043,5564
석촌호수로18길,118639,59927,58712,2583,30382,30460,21480,18096,15638
선릉로130길,84080,41992,42088,4691,20209,22981,16713,10814,8671
선릉로6길,11732,6307,5425,2476,2059,1304,1849,2281,1762
선유로33길,57804,30552,27253,2737,11799,15882,12577,7827,6982
선유로43가길,6951,3981,2970,662,1251,1616,1503,1131,788
선유로9나길,8908,5138,3770,487,1300,2212,2110,1574,1225
선유서로25길,19065,11578,7487,170,3924,5564,3716,3210,2482
성균관로9길,12848,6162,6686,2454,7846,841,940,541,224
성대로1길,22700,11207,11494,789,6134,4768,3589,3980,3441
성덕정11길,36071,18538,17533,1059,6420,10066,8112,6823,3591
성덕정19길,44841,25101,19740,2257,9618,9352,8052,9795,5765
성덕정3길,9107,5235,3872,969,1618,2037,1545,1862,1077
성덕정길,117266,65774,51491,4083,23431,24649,20420,27437,17246
성미산로1길,49647,25231,24415,3082,13051,12379,9864,7032,4239
성미산로29길,22995,9839,13157,109,7943,5774,3389,2937,2843
성북로14가길,2641,1524,1117,588,565,515,423,385,166
성북로15길,2973,1318,1655,193,541,693,701,627,219
성북로18길,2075,867,1208,91,363,513,503,453,151
성북로31길,2715,1257,1458,22,258,643,713,621,457
성북로8길,32553,13932,18621,4363,8476,6387,5345,4541,3440
성수이로7가길,32999,20198,12801,1156,7986,8832,6630,5321,3074
성수일로1길,9257,4937,4319,1009,1957,2247,1772,1389,883
성수일로4길,27976,16541,11435,1033,7712,7432,5222,4094,2482
성안로3길,151304,79676,71628,5872,27078,31526,31041,31156,24631
성암로3길,15687,7922,7765,1698,3268,3577,2917,2648,1578
성지3길,54942,28649,26293,2474,21078,14631,7806,6039,2914
성지길,80239,39640,40600,2780,28274,21235,12345,9175,6431
세검정로1길,36700,16984,19716,3860,6705,6631,7233,6133,6139
세검정로3길,113778,53669,60109,11796,21472,16291,20545,21814,21860
세무서7길,12285,5718,6567,1274,2107,1830,2239,2408,2426
세무서길,87933,40809,47124,6622,17153,14731,15397,16993,17037
세종대로2가길,108530,59556,48973,489,21522,33794,27851,16511,8362
소공로3길,21571,10943,10628,1732,3868,4684,4673,3642,2972
소공로6길,5479,2976,2502,235,1319,1546,1021,848,510
소월로20길,42507,20962,21545,2411,11048,10792,6916,5375,5966
소월로2길,17942,9993,7949,108,3981,5757,4143,2390,1563
소월로38가길,2867,1351,1515,2,792,1013,698,220,141
솔매로17길,15726,7928,7798,555,3697,3666,2113,2848,2848
솔매로36길,31522,15859,15663,1402,8384,4312,6169,6226,5031
솔매로43길,77995,39221,38774,8465,17157,11213,13191,14811,13158
솔매로44길,108356,49036,59319,6881,25858,18563,19060,20640,17353
솔매로46길,107895,50596,57298,7653,24134,19008,18826,21124,17149
솔매로50길,167175,68865,98311,13996,37343,32559,29792,29885,23600
솔샘로18길,41384,22195,19189,5179,12737,5978,6128,5875,5487
솔샘로1길,2232,1501,731,174,1419,75,114,162,287
솔샘로47길,61360,31203,30158,5321,11053,9590,11137,11902,12356
솔샘로48길,72275,37372,34903,6428,13194,11460,13333,13648,14211
솔샘로4길,26097,15038,11059,3821,10420,3195,2817,2862,2984
솔샘로64길,47326,23540,23786,9923,7032,6817,7613,8673,7269
솔샘로65길,149852,66102,83750,11318,27480,27671,27158,31406,24819
솔샘로67길,90501,42144,48357,5518,18221,17987,17640,17804,13331
솔샘로68길,40324,18776,21549,5732,7804,6504,6750,7443,6092
송월길,159964,77946,82019,18141,29740,30819,29189,26160,25915
송파대로38길,43192,18331,24861,8570,8467,7743,6206,6807,5398
수색로14길,4257,2644,1613,46,847,598,863,1041,861
수색로2길,48438,23144,25293,2708,8954,9217,8687,10158,8715
수유로23길,119644,58405,61239,4769,40987,19103,17166,19041,18577
수유로4길,105554,52564,52989,6795,30447,16403,18132,18261,15515
숭문16길,40446,15033,25413,4096,19928,4624,4429,4325,3044
숭문길,101614,42173,59441,11129,40711,15265,13481,11980,9048
숭인동길,37510,20294,17216,2801,8177,6384,6452,8169,5528
승방길,38339,18599,19741,1449,11580,8288,5591,5832,5600
시흥대로102길,20103,12298,7806,115,3146,4134,3731,5604,3374
시흥대로120길,19780,10567,9213,115,4795,4110,3798,4283,2679
시흥대로122길,11901,6584,5317,122,3034,2590,2579,2019,1556
시흥대로128길,11067,5988,5079,174,2549,2427,2331,2028,1558
시흥대로136길,41379,20869,20510,716,6262,9482,8568,9424,6928
시흥대로138길,36723,19186,17537,1249,7761,7799,6549,7751,5613
시흥대로141길,30542,17522,13021,422,7988,8154,5404,4959,3616
시흥대로149길,11462,6525,4937,18,3228,2930,1848,2164,1273
시흥대로150길,27601,14227,13374,331,3833,5086,5731,7199,5422
시흥대로151길,33869,19439,14430,300,9787,9039,5689,5684,3371
시흥대로152길,16477,9679,6798,56,3637,4137,3182,3023,2442
시흥대로153길,80316,46107,34210,1015,23885,19822,12876,13467,9251
시흥대로160길,30751,17114,13637,401,10090,7940,4918,4520,2882
시흥대로28길,20108,11986,8122,4395,2030,3735,3676,3948,2325
시흥대로40마길,59315,29160,30155,8154,10936,10950,10375,10647,8254
시흥대로47길,32415,16414,16001,3415,5929,6734,5793,5937,4606
시흥대로50길,10302,5419,4883,872,2267,1941,1773,2116,1333
시흥대로68길,101553,53659,47894,5486,21027,18933,18259,21492,16356
시흥대로71길,37497,19961,17536,2072,7942,6969,6621,7904,5990
시흥대로72길,40787,20633,20153,1502,7675,7983,8190,8942,6496
시흥대로88길,26748,13842,12906,254,4902,5776,5635,6701,3481
시흥대로94길,79832,44232,35601,2085,16651,16650,14783,18689,10975
시흥대로96길,12648,6899,5749,302,2751,2629,2344,3049,1574
시흥대로98길,15498,8762,6737,255,3193,3300,2988,3750,2012
신길로23나길,13467,7360,6107,1802,2320,2572,2285,2871,1617
신길로34길,16111,8333,7778,395,3301,2451,2806,4153,3004
신길로38길,45852,22410,23442,1652,10215,7093,7409,10785,8698
신길로39길,64114,32363,31751,3064,12298,11175,11255,15573,10749
신길로40길,28514,14272,14242,1106,5954,4599,4928,6377,5550
신길로41길,124885,63907,60978,6094,23727,22646,22682,29698,20038
신길로42가길,136985,71024,65962,6500,24612,25169,25880,29933,24892
신길로60마길,33034,17992,15041,8588,5002,5880,4956,5676,2932
신길로8길,6565,2989,3576,181,959,1228,1490,1749,958
신내로17길,673,256,417,12,113,176,168,132,72
신대방1가길,17785,8953,8832,258,4630,4068,3009,3230,2590
신도림로11길,17786,9895,7892,1213,3177,3184,4302,3152,2759
신림동5가길,76695,40378,36317,4008,40467,15757,6927,5767,3770
신림동길,182123,96600,85524,9171,90480,37424,18233,15309,11507
신림로11길,70441,42428,28013,5437,34859,13025,6882,6104,4134
신림로14길,24558,14042,10515,1023,13266,4646,2175,1751,1696
신림로17길,127887,78782,49104,8895,64473,24751,12376,9584,7807
신림로23길,124943,75325,49618,10177,55331,26434,14888,9125,8987
신림로28길,23543,13433,10110,706,11596,5265,2249,2590,1137
신림로30길,25304,14650,10653,876,12389,5437,2601,2586,1413
신림로32길,22823,12576,10247,918,8354,4684,2736,3070,3062
신림로38길,32571,18229,14342,841,12488,6956,3785,4271,4230
신림로3가길,48662,29637,19025,6710,23688,7082,3931,4293,2959
신림로48길,28376,14785,13592,1505,9095,5912,3817,4362,3686
신림로58길,38257,20167,18089,1135,17472,7192,4302,4520,3636
신림로64길,79375,40029,39346,4464,35915,15648,8310,8310,6728
신림로65길,115986,60422,55563,6709,61528,22879,10233,8984,5653
신림로73길,134653,70112,64541,3913,51469,33218,18927,12854,14272
신목로2길,38163,19158,19004,5000,6149,6077,7831,7516,5589
신목로4길,75890,37058,38832,12266,11224,11754,15856,14467,10322
신목로5길,63036,26956,36080,7022,8584,12764,15666,12198,6801
신반포로15길,23919,9640,14279,4205,2749,3715,6201,3598,3450
신반포로45길,67990,38253,29737,1845,17561,19323,14134,8685,6443
신원로3길,124679,63780,60899,3959,45599,25565,15794,19296,14467
신원로4길,19010,8813,10197,1024,6812,5517,1770,1851,2036
신월로15길,19632,10355,9277,1102,2962,3299,3779,4496,3995
신월로16길,12879,6912,5968,712,1910,2111,2437,2991,2718
신이문로24길,5643,2826,2817,77,1415,1077,824,1171,1079
신정중앙로23길,71563,38079,33484,5261,16979,15284,11969,12839,9231
신촌로12길,66243,30144,36099,6607,29615,11055,7614,6121,5231
신촌로1길,101384,45762,55621,5053,48747,19853,11275,9892,6564
신촌로24길,92957,35902,57055,8352,51595,12102,9362,6928,4618
신촌로30길,193539,83134,110405,15517,53112,33925,32012,32677,26297
신촌로37안길,571189,291085,280104,23940,140433,144135,112365,86691,63626
신촌로3길,35934,16360,19574,1654,17462,7363,3940,3297,2219
신촌로4길,72224,33927,38297,3874,33279,16076,8148,6465,4381
신촌로9길,62470,28789,33681,6094,38755,8442,3848,3099,2232
신풍로8길,21656,11452,10204,1481,3943,4464,3861,4873,3034
신흥로20길,18269,8619,9650,836,4399,4430,3142,2368,3094
신흥안길,54,43,12,0,11,6,8,19,10
쑥고개로11길,39379,19608,19771,2257,12350,6760,5573,6014,6424
아리랑로19길,12891,6194,6697,422,1984,2090,2591,2735,3068
아리랑로5길,23797,10036,13761,2834,6497,4323,4164,3344,2635
아차산로51길,27244,13118,14126,604,9660,6700,6073,2417,1791
아차산로70길,24538,10670,13867,3592,3796,3864,5749,4398,3138
아차산로76길,13326,6727,6598,689,3092,2866,2377,2320,1981
아차산로7가길,15694,8579,7115,376,3457,4011,2631,3118,2100
아차산로7길,46936,26665,20271,842,11615,12165,7957,8726,5629
안암로5길,18773,11066,7707,2120,5151,3265,2901,3444,1893
안암로6길,67607,43011,24597,10969,31704,8984,5922,6034,3995
안암로9가길,86517,55262,31255,14283,48619,9674,5783,5388,2771
안암로9나길,29460,17987,11473,4445,8546,4757,4213,4344,3155
압구정로29길,1984,900,1084,131,202,471,557,316,308
압구정로4길,47378,20808,26571,2517,18082,13522,7334,3294,2630
약령서길,13762,6964,6798,1087,4786,1576,1663,2447,2203
양녕로1길,43007,20960,22047,2170,11817,9090,6499,6839,6593
양녕로2길,81923,40603,41321,2206,22965,18237,13842,13424,11250
양산로19길,37281,19984,17298,344,8544,8563,6701,7026,6104
양산로23길,19003,11506,7497,222,3984,3924,2825,4525,3523
양재대로103길,148308,73761,74546,5013,33854,34366,26775,26928,21372
양재대로124길,38556,19755,18802,3924,6458,7619,6997,7730,5828
양재대로128길,68072,34519,33554,8714,15247,12612,10885,11066,9548
양재대로85길,98450,52565,45885,12075,19810,17634,17358,17049,14525
양재천로19길,20214,12003,8211,732,4707,5636,4556,3030,1553
양천로14길,36541,19134,17407,3692,7505,7654,5795,6768,5128
양천로49길,74044,39864,34179,7859,16241,14686,13242,13028,8987
양천로57길,28970,13798,15172,2595,7239,5676,3607,4819,5036
양천로69길,20204,9474,10731,3014,2755,4974,5385,2464,1613
양평로17길,49031,27811,21220,2915,12461,12078,9767,7791,4019
양평로18길,61360,32434,28926,7607,17516,14890,9201,8043,4103
양평로19길,19058,10975,8083,874,4581,5221,4092,2976,1314
양평로20길,61841,33858,27983,5537,17091,15230,10499,8788,4697
양평로22길,39042,22671,16372,1804,10298,11243,7458,5391,2847
양평로24길,25839,15245,10594,991,6840,7716,4973,3455,1865
양화로19길,21698,9398,12300,1140,10089,5020,2702,1663,1083
양화로23길,24398,10264,14134,1217,11835,5649,2905,1712,1080
양화로7길,140330,66040,74290,4597,50024,39447,23562,13846,8853
어울마당로1길,22714,11721,10992,1075,10508,5872,2441,1900,918
언남11길,2033,1350,684,52,337,711,425,330,178
언주로108길,46866,25504,21362,570,14061,15466,8342,4752,3676
언주로125길,47079,27589,19490,433,12211,13780,10001,6042,4612
언주로30길,87756,41464,46292,5354,13972,18897,19505,16168,13861
여의대방로13길,27996,13547,14449,3299,5685,6159,5472,4322,3059
여의대방로24가길,55762,31474,24289,10190,12586,9666,9703,7928,5690
여의대방로36길,61120,30050,31070,11324,12479,9365,10797,9757,7398
여의대방로43가길,13759,6772,6987,2421,3227,2144,2413,2160,1394
여의대방로55길,60630,31237,29394,3478,19085,11007,10472,9734,6854
역말로9길,37110,15721,21389,4458,7624,7111,6446,6098,5373
역삼로78길,66944,33614,33330,12780,12005,11648,15005,9483,6023
연남로5길,128688,61342,67347,8012,48842,33219,19087,11132,8396
연대동문길,89881,27555,62326,9917,50785,11095,7364,6780,3941
연무장3길,16808,9327,7480,534,4539,4792,3292,2550,1099
연무장5가길,54125,30995,23130,839,15372,13944,9297,9520,5153
연무장길,118545,67539,51006,2700,35768,28233,21051,19996,10797
연서로13길,46890,17478,29412,16152,5833,5984,7508,6617,4797
연서로16길,97693,41888,55805,7714,17818,20973,20651,17308,13230
연서로17길,56896,27201,29695,5083,11640,10581,10074,9739,9780
연서로19길,62060,28521,33539,6460,13033,10877,10687,10578,10425
연서로20길,194163,83023,111140,29040,35786,34696,35409,31013,28220
연서로21길,75036,33781,41255,8279,16164,12636,12798,12688,12470
연서로27길,25443,10848,14595,2451,6221,5328,4432,3563,3447
연서로28길,224732,110242,114490,22560,73707,40468,35126,29035,23836
연서로34길,56370,28036,28334,9703,8982,7761,10597,9871,9456
연서로3길,87657,40223,47434,11371,17609,17415,15935,14836,10491
연서로5길,15953,7483,8469,1520,3068,3037,2847,2908,2573
연서로6길,132877,61333,71544,10056,28915,28757,25048,23085,17016
연서로9길,128328,53446,74882,30367,19259,20159,22358,19300,16884
연세로2길,132722,50094,82629,11813,74813,17387,13318,9688,5704
연세로4길,82787,37501,45286,11004,50360,9758,5442,4361,1861
연희로11가길,36058,16559,19499,1844,13915,7756,5322,3831,3390
연희로15길,126744,59097,67648,7377,52265,26003,17959,13253,9887
연희로25길,46373,22705,23668,2813,14282,9701,8135,6588,4854
연희로41가길,6324,3888,2435,597,864,661,1870,1405,927
연희로41길,8540,5106,3434,736,1178,1038,2156,1922,1509
연희로8길,61534,31850,29684,2548,39108,7635,4402,4624,3218
영등포로13길,73857,41231,32627,1709,15647,18411,14931,13361,9797
영등포로18길,6573,4276,2298,4,1744,1941,1568,804,512
영등포로25길,47036,25872,21164,1028,10906,11723,7591,8858,6930
영등포로27길,22116,12276,9840,337,4761,5561,3378,4551,3528
영등포로5길,14484,8851,5633,101,3086,4323,2812,2356,1807
영등포로62길,28076,14249,13828,2966,7743,6646,4358,3746,2618
영등포로64길,64994,36396,28598,6538,11105,12181,11866,12625,10680
영등포로72길,64064,33525,30539,3776,15450,12202,11668,11819,9148
영등포로80길,311213,154275,156937,19057,75478,58155,58184,56302,44038
영등포로84길,136904,66431,70473,6825,38350,25299,24553,23764,18114
영신로17길,24039,15019,9020,1915,7894,4082,3636,3875,2637
영신로19길,27313,16922,10390,2345,8908,4670,4062,4252,3077
영신로57길,14219,7238,6981,482,3355,3841,2535,2290,1716
영중로42길,41154,19661,21493,2397,14377,9667,5975,4962,3777
오금로11길,134145,71311,62834,5742,40259,32697,23667,18326,13456
오금로31길,7764,3827,3937,1829,826,999,1531,1685,894
오금로32길,2977,1338,1639,713,448,478,433,507,399
오금로35길,18999,10016,8983,2328,3154,3206,3044,3815,3452
오금로36길,98725,52837,45888,6083,17297,20611,20172,20576,13986
오금로46길,75972,37532,38440,9718,13128,12818,13547,15063,11699
오류로8길,90729,44044,46685,4778,20759,19194,15581,15877,14540
오목로54길,66145,32852,33292,7046,15671,12577,13146,10134,7572
오패산로13길,23970,11811,12159,2727,3762,5123,4820,3956,3584
오패산로19길,40584,18389,22195,4724,7442,6643,7530,6981,7264
오패산로30길,18820,8971,9849,984,3974,3684,3710,3263,3205
오패산로31길,110653,51057,59596,11595,32253,19529,16800,16914,13562
오패산로3길,85368,41037,44330,7426,17503,16153,15985,14721,13580
오패산로67길,131453,67173,64280,6321,34720,22232,21510,26767,19902
오현로31길,43598,20468,23130,3671,8088,5234,8435,8137,10032
오현로32길,32045,14063,17982,2765,4630,5682,6291,6599,6078
옥인6길,7856,1931,5925,2344,2015,1050,1007,769,671
올림픽로32길,99292,53691,45601,4295,27315,26093,15910,14751,10929
올림픽로35길,16298,7511,8787,1134,2436,4137,3365,2478,2748
올림픽로4길,761,206,555,210,28,110,143,115,155
올림픽로62길,62628,31268,31360,2798,18360,13179,9939,10675,7676
올림픽로92길,92035,45965,46070,4867,18025,20050,15859,18103,15131
올림픽로98길,180931,90939,89992,12192,34814,36070,35150,33005,29701
와우산로29길,68176,28632,39544,9262,34023,13625,6370,3162,1732
와우산로29나길,68747,28572,40175,9478,35987,12771,5991,2968,1552
와우산로30길,73619,34250,39368,12208,38249,11443,6434,3540,1745
와우산로3길,43533,21036,22497,1746,19192,11958,4755,3207,2675
