상권코드명,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수
효창원로39길,44140,21809,22331,2199,8444,9908,8589,7232,7768
효창원로62길,33009,15701,17308,2502,8324,7312,4906,5547,4418
효창원로8길,25274,11815,13458,4783,3798,5715,4781,3899,2299
효창원로93길,74368,26966,47402,9692,24825,12498,10096,11265,5991
효창원로98길,99707,45087,54620,10216,25435,18005,18239,17004,10807
후암로23길,11612,5633,5979,484,2753,2653,2452,2015,1255
후암로30길,13090,7093,5997,457,3226,3058,2771,2210,1367
후암로35길,15177,8004,7173,442,3579,3783,3070,2596,1707
후암로4길,27659,12792,14866,1222,6766,7164,4511,3874,4121
휘경로23길,28837,15242,13594,472,7935,4879,5015,5024,5511
휘경로2길,177180,86261,90919,27904,106421,16838,12044,8875,5098
휘경로3길,297758,143906,153852,43201,174257,30996,21096,17230,10978
희우정로16길,82497,39075,43422,3794,23560,23026,13952,9790,8375
