상권코드명,유사업종점포수,평균영업개월수,당월매출금액,남성매출비율,여성매출비율,연령대10매출비율,연령대20매출비율,연령대30매출비율,연령대40매출비율,연령대50매출비율,연령대60이상매출비율,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액
답십리로72길,5,143,53647083,35.6,64.4,2.1,22,36,29.4,7.7,2.9,16997833,30274489,857753,9300174,16778470,14312368,4130654,1892906
당곡길,2,30,18299053,41.8,58.2,2.6,23.5,34.5,25.1,9,5.3,6947472,9988639,298783,3649545,5891710,4066333,1808917,1220824
당산로10길,4,61,17094847,67.5,32.5,0,15.6,25.8,32.5,23,3,2031877,933088,0,419565,838247,821165,857001,28986
당산로16길,3,157,3016309,53.7,46.3,1,29.4,22.9,27.3,11.1,8.2,1629863,979766,18161,717488,524619,590441,324466,434455
당산로18길,2,149,320755,35.7,64.3,0,0,35.7,0,0,64.3,235849,84906,0,0,42453,0,0,278302
당산로28길,2,138,12977700,50.2,49.8,0.9,26.6,30.5,18.7,19.9,3.5,5840998,5672278,98318,2775210,3227359,2168197,2636787,607406
당산로31길,16,309,74652024,40.2,59.8,0.6,23.9,32.4,23.3,13.9,5.8,22595095,34161916,279579,12499555,17471873,13780196,8859292,3866521
당산로37길,10,150.5,138484633,43.7,56.3,1.3,30,37.9,20.9,8.1,1.8,55112056,63306599,1200687,31054061,46366881,27186728,10350677,2259623
당산로38길,12,81.5,34969233,48,52,2,33.9,29.7,18.7,12.9,2.8,12815114,15033955,566454,7815358,8636356,5643348,4304709,882844
당산로44길,3,20,15874306,26,74,0.3,13.2,38.3,32.8,12.5,3,3938889,10462500,20139,1640972,5499306,5286111,1546528,408333
당산로48길,3,17,24441495,35.4,64.6,0.6,44,22.7,16.8,12.5,3.3,8590149,14323760,182759,10591799,5571746,3247570,2554257,765780
당산로52길,4,34,17917241,34.7,65.3,1,58.6,26.3,8.4,4.1,1.7,5813793,10575862,182759,9158621,4379311,1548276,668966,451724
대림로22길,1,10,3436709,41,59,1.2,6.6,17.9,39.7,27,7.7,1139803,2296906,26615,182981,523657,1110526,1300826,292104
대림로29길,5,98,49034708,39.2,60.8,0.5,42.1,35.4,11.9,7.4,2.7,11637788,19111958,116704,12054747,10589165,4007017,2914566,1067547
대림로34길,2,33,4049621,34.5,65.5,0,23.8,19.2,41.8,11.3,3.8,989811,2736501,0,510224,349624,1554539,1236737,75188
대림로44길,1,19,3379699,27.2,72.8,1.1,34.8,29.3,27.2,7.6,0,1052568,2327131,38275,987500,1025775,1021947,306202,0
대사관로30가길,1,3,19073276,48.8,51.2,0.7,31.4,36.8,14.1,14.5,2.5,8771552,8616379,120690,5465517,6254310,2254310,2806034,487069
대사관로31길,7,74,61642991,44.9,55.1,1,39.7,31.6,17.4,7.5,2.7,22615217,22566473,192857,17179597,15658816,8146299,2229709,1774413
대사관로34길,3,30,21437762,51,49,0.9,38.8,33,12.1,12.4,2.7,10031365,9479930,158073,7032807,6600104,2282347,2848090,589873
대학5길,2,58,6266798,49,51,0,36.5,34,14.5,13.1,1.8,2629588,3637210,0,2156383,1938046,1073220,983996,115153
대학길,12,295,58267192,58.5,41.5,1.1,51.6,28.1,10,7.2,2.1,31366216,26900976,1303325,27109297,15471723,8099884,4112925,2170038
대흥로21길,6,120.5,49425812,43.2,56.8,19.5,49.6,14.3,5.7,9.5,1.4,22156411,27269401,9504247,23409415,7760443,3097804,5000345,653558
덕릉로24길,3,16,4604027,48.1,51.9,2.2,20,35.6,32.6,8.2,1.4,2043624,2208054,53691,620805,1221477,1778523,459732,117450
덕릉로28길,6,26,24229248,27,73,13.3,50,13.2,9.7,12.7,1,7161100,17068148,2768488,11482778,3808122,2762071,3006482,401307
덕릉로30길,3,82,37587943,15.6,84.4,14,58,9.9,7.3,8.5,2.3,6517022,27441843,3946809,18513475,3956737,3070212,3550355,921277
덕릉로42길,2,19,7350746,35.7,64.3,2.9,29.3,19.7,29.2,17.5,1.4,2518062,4832684,203441,1900062,1807938,1892385,1397218,149702
덕릉로54길,2,95,16086529,45.5,54.5,1.1,37.6,23.1,18.8,12.5,6.9,7552700,8533829,153074,4559473,3770247,3956075,2261125,1386535
덕릉로59아길,5,12.5,12056452,42.4,57.6,0.8,23.9,35.7,22.7,11.4,5.5,4703225,6487097,62903,2692741,3967742,2520968,1123387,822581
덕릉로63가길,3,37,21102419,38.4,61.6,2.2,17.3,39.6,22,13.1,5.7,7693548,11895968,227419,2844354,7866130,4860484,2435484,1355645
덕릉로73길,1,16,18403959,33.9,66.1,2,22.7,18.1,36.4,19.1,1.7,5253776,11474425,220202,2954069,3028806,6472311,3655239,397575
덕릉로83길,7,224,52139168,44.7,55.3,5,30.8,19.8,23.3,15.5,5.5,21194226,26878721,1850545,12484237,9976120,12547317,8379632,2835097
도곡로77길,5,66,9054938,43.9,56.1,8.6,21.2,20.9,26.1,20,3.2,3545689,4522855,445129,1543425,1650980,2470618,1492067,466328
도당로15길,10,109,43369158,40.2,59.8,4.2,27.2,32.5,22.1,9.1,4.8,17325542,26043616,1365211,11298418,13672710,9622591,4861217,2549011
도림로108나길,1,29,7015385,25.8,74.2,0,13.8,44.8,15.5,22.4,3.5,1457725,5557660,0,672490,2626294,2208473,1322431,185697
도림로113길,2,8,33493983,39.5,60.5,1.9,41.4,30,17.4,7.1,2.2,12568032,17717367,524772,12153943,9156801,5221819,2509899,718166
도림로12길,1,21,4130472,42,58,0,29.7,38.1,24.5,7.1,0.6,1528755,2302575,0,1073391,1423605,1027039,294421,12876
도림로147길,12,163,13365231,56.3,43.7,0.4,19.6,32.3,34.2,11.1,2.3,5834160,4511645,51137,1634139,3013848,4151363,1216902,278418
도림로31길,5,73,37630035,40.9,59.1,2.2,34.1,34.3,13.8,10.9,4.8,11271381,16649563,415999,8474267,10305293,4255674,3328775,1140936
도림로38길,2,53,49185678,50.6,49.4,0.6,29.9,39.3,16.1,10.4,3.6,16884194,17264954,150264,9266731,13047924,6041676,4131265,1511289
도림로41길,1,57,20779821,39.6,60.4,0.7,47,39.4,9.1,2.7,1.2,8061848,12717973,116704,9298356,8402699,1950626,632611,378825
도림로53길,1,6,2020301,35.5,64.5,0,25,20.8,41.7,8.3,4.2,537594,1159398,0,323308,349624,730827,218045,75188
도봉로109길,6,112,67387209,40.2,59.8,2.8,33.6,30.4,15.8,12,5.3,24850540,37755063,1270024,18728124,19314790,10459285,8704714,4128667
도봉로10다길,5,78,17142347,36.5,63.5,0.2,47.5,29.1,15.5,6,1.6,5766936,11375411,35230,8021422,4973199,2696059,1132676,283761
도봉로10라길,5,79,18603637,37,63,0.4,44.8,28.1,18.8,6.4,1.4,6372208,12231429,100874,8416219,5310346,3217437,1275443,283318
도봉로110길,4,113,53861394,45.6,54.4,3.7,38.1,26.8,17.5,10.5,3.4,24837825,29023569,1993817,17941356,15020229,9608040,6801928,2496024
도봉로113길,7,121,74833347,40.4,59.6,3.9,37.7,28.5,15.7,10.5,3.7,28276919,42277555,1914438,23460662,21017841,11767617,8859215,3534701
도봉로114길,5,42,33005323,35.5,64.5,6.1,40.9,23.1,14.8,11.5,3.5,11720986,21284337,1864035,13193631,7580077,5236699,3848229,1282652
도봉로13가길,5,21,40124344,39.1,60.9,3.9,34.7,27.1,20,10.2,4.2,15221057,22533415,1538361,12983759,10008254,6712132,4515033,1996935
도봉로13길,6,55,34117107,37.6,62.4,5.1,31.3,22.6,20.6,16.2,4.2,12372723,20009108,1141254,8966385,7018761,7013474,6580481,1661477
도봉로150길,9,131,114227201,43.6,56.4,2.9,33.7,26.6,19.2,13,4.6,48724531,59433981,2495241,33838617,29302727,21744444,15234347,5543137
도봉로152길,3,25,13591727,42.6,57.4,3.4,28.7,36.4,18.2,10.2,3.1,5427952,7405055,323612,3346956,4448742,2494197,1691746,527756
도봉로153길,8,166.6666667,37083998,43.6,56.4,4.7,29.1,25.5,21.3,11.3,8.1,15897356,21186642,942875,9226055,9182603,8342142,5919135,3471188
도봉로156길,1,5,4720833,51.2,48.8,1.1,40.8,21,17.4,12.8,7,2808157,1912676,17388,2512561,573803,695519,599885,321677
도봉로165길,5,40,30956535,45.5,54.5,3.6,28.6,28.5,21.6,11.3,6.2,12707256,15848814,904619,7052009,8546895,6196045,3724640,2131864
도봉로169나길,4,40,30956535,45.5,54.5,3.6,28.6,28.5,21.6,11.3,6.2,12707256,15848814,904619,7052009,8546895,6196045,3724640,2131864
도봉로18길,1,7,10610181,44.7,55.3,0.7,28.7,31.9,22.6,12,4,4572607,5246239,67730,2382646,3270610,2258518,1350991,488352
도봉로20가길,3,18,8632984,50.3,49.7,0.9,38.1,24.6,17.1,15,4.3,4037530,3727040,41725,2862121,1920047,1377856,1199534,363287
도봉로28길,1,18,14760437,39.4,60.6,3.7,29.7,29,22.9,10.5,4.2,5706591,8255420,467911,3630328,4266868,3085664,1794092,717149
도봉로29길,2,52,4476474,27.3,72.7,34.5,6,10.7,31.2,9,8.6,1853171,2285340,705759,230982,573007,1427682,534414,666667
도봉로30길,1,18,14760437,39.4,60.6,3.7,29.7,29,22.9,10.5,4.2,5706591,8255420,467911,3630328,4266868,3085664,1794092,717149
도봉로35길,3,4,5424627,45.6,54.4,0,26.2,42.7,12.6,10.7,7.8,1872388,2648507,0,877612,2008209,943284,329104,362687
도봉로38길,3,106,23979809,44.4,55.6,1.9,30.4,28.7,21.9,13.2,4,9538758,11236914,304106,5830005,6025545,4658964,2991069,965986
도봉로46길,4,83,23161563,40.4,59.6,3.8,26.8,24.6,21.6,20,3.1,9104818,14056745,868100,5303689,5472113,5859603,4763330,894728
도봉로53길,15,166,70300333,36.4,63.6,4.3,32.9,25.9,17,13.2,6.8,24590999,40869722,2360576,20307110,16503478,12148889,9060912,5079758
도봉로57길,3,90,25574934,40.7,59.3,4,36.4,28.2,15.7,11.4,4.3,10091658,12875586,674830,7417353,6502396,3997772,3083856,1291039
도봉로73길,1,14,1973154,68.9,31.1,0,35.6,19.7,20.1,22.3,2.3,1421223,551931,0,727859,379453,313911,524334,27597
도봉로78길,17,182,106761418,25.6,74.4,10.3,46,16.1,12,11.5,4.2,28138496,71536678,8312525,42764068,17474297,13966555,12153340,5004391
도봉로81길,4,26,16385293,50.7,49.3,1,32.3,28.8,17.9,11.6,8.5,7742428,7614040,180616,5177270,4242461,2688617,1939895,1127609
도봉로87길,3,41,38979091,51.4,48.6,3,36.6,37.1,16.2,4.8,2.2,19786220,19192871,1269556,14690852,13989881,6518262,1562897,947643
도봉로8길,2,61,3876254,100,0,0,0,0,0,53.2,46.8,3876254,0,0,0,0,0,1758502,2117752
도봉산3길,11,53,35968815,47.6,52.4,3.8,34.7,21.5,17.2,15.6,7.2,17741912,18226903,1093315,10612251,7711157,6981788,6354618,3215686
도신로15길,3,58,36934934,42.2,57.8,2.1,34.8,32.9,19.6,8,2.6,14162713,17769889,626671,9978347,10661292,6393714,3197610,1074971
도신로19길,4,28,23822414,45.4,54.6,9.7,52.2,14.7,12.2,7.4,3.8,9217068,12884595,1616902,11031561,3572330,3499931,1687559,693381
도신로29길,1,66,17022792,46.6,53.4,0,23.8,42.1,16.4,13,4.7,7925833,9096959,0,3071949,6246734,4337462,2798427,568220
도영로7길,1,26,11928173,53.5,46.5,1.9,34.7,33.1,19.8,6.5,4,5709731,5057095,220478,3304068,3945906,2472106,515441,308829
도화2길,5,25,10483304,43.5,56.5,0.6,30.7,30.4,22.7,11.2,4.4,3581260,4623775,31058,2187801,2313392,2195188,946155,531443
도화4길,3,124.5,20920278,47,53,1.4,32.3,29.2,23.1,10.8,3.1,8921250,10638194,242500,6284861,5335695,4260556,2411666,1024167
도화길,5,324,72634316,49.1,50.9,0.8,33,32.1,20.6,10.1,3.3,29680025,30080917,357083,17052882,19282134,13343813,7221572,2503456
독립문로8길,4,28,10526110,32.8,67.2,0.9,30.6,30.1,24.7,8.6,5.2,2854312,6407051,33977,2457268,2769569,2767047,821742,411760
독막로19길,16,179,75504992,33.9,66.1,4.3,52.7,21.2,13.8,6.7,1.2,22282363,46310808,2497569,35383401,14471224,9791230,5444491,1005257
독막로22길,2,29,8122229,52.5,47.5,0.5,39.6,24.8,27.6,4.9,2.6,4119437,4002792,90040,2602668,2184117,2184806,645631,414967
독막로32길,2,8,3184496,52.2,47.8,4.4,43.3,15,23.8,9,4.4,1306202,1064341,151163,796899,453488,589147,213178,166667
독막로8길,13,41,126954230,31.6,68.4,2.5,59.4,25.4,7.6,4.4,0.7,31939788,88656931,2324387,73391636,29060261,8531714,6334322,954400
독산로107길,1,8,185063,62.8,37.2,6.4,41,26.9,21.8,3.8,0,98075,86988,6945,62499,44835,62012,8772,0
독산로108길,3,127,37383255,45.2,54.8,4.2,21.9,27.3,20.5,18.6,7.5,15933528,18783034,678974,6585031,9188135,8083819,7145652,3034953
독산로10길,6,85,49049539,41.5,58.5,2.8,34.5,26,19.3,13.2,4.1,19202254,27215386,1090021,13298584,12367879,9881338,7178574,2601247
독산로22길,1,107,5565583,41.3,58.7,6.9,25.4,17.3,28.6,13.7,8,2234355,3331228,287319,1264827,1064591,1786124,795657,367065
독산로28길,1,136,3982205,37.6,62.4,5.9,21.1,18,30.1,17.4,7.6,996262,2296223,141121,497196,486916,1013084,929868,224299
독산로32길,1,88,3727103,37.9,62.1,6,21.2,18.2,30.3,16.7,7.6,996262,2041121,141121,497196,486916,1013084,674766,224299
독산로35길,3,53,13940192,43.6,56.4,2.8,28.9,20.9,27.7,14.9,4.8,5609048,7069660,357623,3431181,2267364,3246349,2901270,474923
독산로36길,2,61,17779768,35.9,64.1,6,32.4,32.7,18.4,7.3,3.2,6488809,11290959,780788,4773763,5429937,3802404,2209559,783317
독산로38길,3,21,4366144,43,57,6.6,39.5,28.9,17.3,5.8,1.9,1819754,2311223,229265,1591878,1179752,842401,233877,53804
독산로39길,4,53,13940192,43.6,56.4,2.8,28.9,20.9,27.7,14.9,4.8,5609048,7069660,357623,3431181,2267364,3246349,2901270,474923
독산로40길,11,162,25217475,45,55,2.9,29.1,33.6,20.9,8.7,4.8,11609912,13607563,445810,5606824,7776969,5517541,3938572,1931759
독산로44길,2,48,2927374,39.9,60.1,0,21.4,27.3,31.7,15,4.6,1179059,1748315,0,519474,854891,929725,503340,119944
독산로64길,1,45,6204762,44.3,55.7,5,45,24.3,20,5,0.7,2711111,3160317,310317,2700794,1384127,1080159,365873,30159
독산로70길,3,68,7826406,34.9,65.1,3.6,32.8,28.3,24.2,8.9,2.2,2303750,4582083,209844,2165000,1823750,1668698,776407,242136
독산로74길,3,10,10549575,40.8,59.2,0.8,33.5,27.9,18.3,15.8,3.8,3768698,5374416,46795,3095025,2254039,1848367,1531932,366956
독산로80길,3,10,10549575,40.8,59.2,0.8,33.5,27.9,18.3,15.8,3.8,3768698,5374416,46795,3095025,2254039,1848367,1531932,366956
독산로85길,2,78,16886644,67.1,32.9,3.8,23.5,23.6,21,24.3,3.9,15527243,1359401,80445,556921,970276,6654101,7635146,989755
독산로87길,1,128,9893759,44.2,55.8,0,17.2,29.2,20.7,20.1,12.9,8272418,1621341,0,221099,795884,5251678,3477094,148004
독서당로51길,4,3,4623074,38.1,61.9,1.6,19.7,46.7,24.1,3.6,4.4,1618871,2105503,27926,578202,1688248,1062818,153466,213716
돈화문로4길,9,78,12053123,53,47,1,20.7,26.6,22.5,14.9,14.2,5908819,3994193,48611,1564021,2825778,2030126,1590190,1844287
돌곶이로22나길,3,89,31181782,38.5,61.5,3.1,39.7,25.9,20.1,8.3,2.8,11232896,18129517,775420,10932222,7503437,6322879,2783249,1045206
돌곶이로23길,3,55,22577751,41.9,58.1,3.5,28.6,29.4,19.4,12.7,6.4,7870920,12168132,628606,4581310,5489172,4324049,3270182,1745734
돌곶이로25길,1,11,8899306,43.3,56.7,1.2,42.6,22.5,14.6,15.3,3.7,3317361,5055556,111111,3036806,1591667,1879861,1337500,415972
돌곶이로27길,4,169,18361868,45.7,54.3,1.7,34.1,25.9,18.9,16.4,3,7263741,9166821,239856,5155608,4237163,3111427,3057417,629095
동광로12가길,11,285,86437719,40.2,59.8,5.6,34,24.8,21,10.7,4,31746937,45453742,3494289,25121685,19263608,15823526,9268539,4229033
동광로1길,6,113,50117029,52.1,47.9,0.6,42.6,35.8,10,7.2,3.7,18522547,16130712,143787,13708547,13536931,3610972,2238922,1414102
동광로3길,11,303,46192551,43.6,56.4,3.9,29,32.6,18.8,13.3,2.5,12717466,16278335,1008653,7689266,10048808,5947007,3564658,737410
동교로18길,8,84,37620707,32.8,67.2,1.3,47.3,31.9,15.2,3.2,1,10326171,20731265,359747,13711472,10054988,5045882,1349960,535389
동교로38길,32,71.66666667,147995081,23.3,76.7,2.9,74.7,14.9,4,3.2,0.3,35664396,112330685,4454444,108127769,24392360,6812055,3932209,276244
동교로39길,3,5,6410569,24.4,75.6,3.5,75.7,9.3,10.5,1.1,0,1613063,4797506,191734,4676632,854464,554360,133379,0
동교로46길,15,42.56666667,54679727,29.7,70.3,3.7,66.6,19,4.8,5.1,0.8,14265532,34651514,2106011,29135968,12169609,2411080,2744562,349820
동교로9길,25,328,238549498,40.3,59.7,3,46.6,25.7,14.3,7.7,2.7,82892677,138315697,4935888,104479889,58049538,29020563,18609767,6112735
동남로81길,5,66.33333333,13399543,44.9,55.1,4.4,13,20.1,43.9,15.1,3.5,4891025,7317237,277971,1668681,2290196,5341822,2091697,537894
동남로8길,10,222,132354454,47.2,52.8,6.6,47.3,21.7,12.7,9.4,2.3,57136111,65855007,7384959,51685981,30320090,17291996,12878487,3429608
동산로12길,4,58.5,23861973,36.4,63.6,4.7,32.7,31.5,21.4,7.4,2.3,8070655,11970705,840802,6102228,6370078,4711347,1568948,447957
동산로13길,2,17,7312589,37.7,62.3,7.4,26.2,30.2,23.3,10,2.9,2217427,3548079,274918,1686444,1600367,1198084,826155,179539
동산로19길,15,141,49611868,48.5,51.5,3.2,28.3,33.3,20.8,11.2,3.1,16460731,18318379,843428,9826963,10887725,7488960,4521540,1210497
동산로2길,5,33,12018971,51.3,48.7,0.4,18.8,43.1,22.7,10.8,4.1,4507864,4886566,36408,1567209,3783163,1936136,1467182,604333
동산로6길,3,113,20592090,41.8,58.2,1,22.7,37.6,25.7,8.5,4.6,6843534,8274944,70030,3291698,5536270,4292333,1297910,630238
동소문로13가길,4,158,23723197,37.3,62.7,3.5,28.9,28.4,24.9,11,3.3,8393103,13465270,676860,5348045,6280151,5743640,2733463,1076214
동소문로13길,3,51,22419351,36.7,63.3,3.6,28.4,28.3,25.5,11.1,3.1,7749035,12805492,676860,4935684,5867790,5649386,2662772,762035
동소문로13나길,7,41,4114697,33.1,66.9,2.7,25.9,22.3,26.2,17,6,1218048,2667497,63463,863941,780400,969261,857824,350656
동소문로23길,10,138,73887549,38,62,4.9,44.8,24.2,15.5,7.8,2.7,25442987,42350216,2887918,30015206,15541476,11823635,5606809,1918161
동소문로2길,1,26,5271739,48.8,51.2,2.7,44.5,27.1,16.1,9.4,0.3,2587824,2683915,102718,2277462,1454616,928877,494260,13806
동소문로5길,1,32,14892837,37.5,62.5,8.3,37.5,25.3,17.7,8.9,2.2,5424039,8708894,1020120,4783342,3422236,2865481,1665962,375794
동소문로6길,3,121,53043125,35.6,64.4,4,57.1,16.7,9.3,10,2.9,19365398,33677727,2054645,29354306,8840080,5621023,5563103,1609968
동숭4나길,14,120,50600294,44.4,55.6,2.7,50.3,25.2,11.8,7.4,2.6,19711096,28348959,1171693,23594180,12317539,5975453,4007979,993213
동숭길,17,258.5,147460617,41.1,58.9,2.3,42.8,26.2,15.4,9.7,3.6,52918179,82930713,2751334,59459830,35394520,20586187,12625356,5031671
동일로101길,3,87,10532134,41.3,58.7,1.3,24.3,23.8,31.9,14.8,3.9,4086220,5588759,62331,2106871,2329652,3166038,1546962,463127
동일로109길,6,57,9635458,59.3,40.7,0,20.4,28.8,18.9,13.7,18.2,5378691,4256767,0,1935675,2597554,2535981,1227566,1338682
동일로123길,6,56,21267727,71.5,28.5,10.7,46,21.6,10.1,4.8,6.7,14494463,6773264,1197776,10009699,5292475,2373098,1326251,1068428
동일로149길,12,178,62291310,50.3,49.7,3.4,29,27.5,19.3,16.1,4.8,28512898,28953509,1162009,14754725,16885887,11031208,10210431,3422147
동일로151길,2,67,33269058,37.6,62.4,2.4,38.7,29.5,16.9,9.3,3.2,10784493,19116673,629532,10843025,8586341,5405454,3289061,1147755
동일로157길,3,29,41328061,40.2,59.8,2.1,35.6,31.9,18.5,8.6,3.4,15586457,23055837,674247,12249035,12174744,7877078,3905053,1762140
동일로173가길,6,78.5,16317387,49.3,50.7,0.4,10.2,40.1,29.8,14.6,4.8,6088195,7187562,91262,1205420,5507891,3912291,1770796,788099
동일로178길,20,294,125890154,41.3,58.7,3.4,51.5,21.3,11.2,9.2,3.5,50658011,65374407,3406490,52113763,25648349,14351425,14389043,6123350
동일로183길,4,91.5,21736048,40,60,2.5,31.1,33.6,19.9,9.5,3.5,7536615,12903354,363363,7506270,6544966,3528982,1623540,872848
동일로184길,7,83,24771702,40.6,59.4,2.5,49.8,21.1,13.3,8.6,4.7,8909701,13605950,356127,9773037,4964795,3399435,2856649,1165606
동일로186길,4,70,9841728,41.5,58.5,2.9,59.7,20.2,7.6,7.4,2.2,4035377,5806351,219448,5566092,2133522,888284,770727,263655
동일로192길,11,221,183992229,49.9,50.1,5.7,61.1,14.5,9.6,6.7,2.2,88953260,95038969,8970761,102845451,31619863,21021434,14644169,4890551
동일로193길,3,64,13751425,42.4,57.6,3.2,39,27.6,15.5,11.6,3.2,5087499,6948994,434395,4350959,2974367,2083708,1775225,417841
동일로195길,4,38,13091544,51.6,48.4,5.6,67.3,10.2,8.7,6.6,1.5,6601974,6489570,681498,7963253,1492346,1532245,1162859,259343
동일로203가길,6,124,86585416,40.3,59.7,2.7,21.8,26.2,31.1,14.1,4.1,32240935,48610486,1745388,17195224,21517327,25042170,11970575,3380740
동일로207길,2,34,17482981,43.9,56.1,5.6,29.8,20.5,29.5,11,3.6,7223479,10259502,799762,4164503,4242534,5358770,2092686,824726
동일로208길,4,43,27267799,31.9,68.1,4.1,47.9,27.6,13,6.5,1,10097462,17170337,1336822,13555881,7082650,3233862,1710624,347960
동일로217길,4,34.5,23880606,41.6,58.4,0.4,17.2,30.7,30.9,15.2,5.6,9744301,14136305,122665,3439867,6539551,8095650,4328501,1354372
동일로231길,2,34,7386103,48.8,51.2,0.9,25.1,27.5,25.8,12.8,7.9,3081765,3744486,51250,1308162,1834780,1974927,1139633,517500
동일로239길,5,136,13760725,31,69,15.8,13.8,23.2,25.9,16.6,4.7,4218497,8373659,736878,1571272,2973698,4021438,2543884,744987
동일로241가길,6,12,8353236,36.5,63.5,0.6,42.6,34.8,11.5,8,2.4,3121289,5231947,52946,3214233,2986199,1170972,711329,217557
동일로242가길,4,162,49557521,47.5,52.5,3,32.4,24.9,20.9,13.5,5.4,25105489,24452032,828306,12526706,12594230,11597048,7782117,4229114
동일로242길,12,220,56612434,41.7,58.3,2.9,21,19.4,22.8,23.3,10.6,22317609,27915874,706815,7583590,8627511,11362431,15467076,6486066
동일로242다길,1,40,7383905,33.7,66.3,0.6,24.4,16.7,29.9,22.2,6.1,2179686,4775000,50000,1343056,1173362,2107233,1830094,450942
동일로243길,4,135,50935939,43.9,56.1,5.5,36.4,25.2,18.5,10.9,3.4,21407599,25441792,1910274,16773524,12083912,8775212,5385486,1920985
동일로72길,4,35,22661268,36.6,63.4,4,24.4,31.6,21,15.2,3.8,7654930,13445775,942254,4600000,5736620,4861268,3530282,1430282
동일로99길,6,64.5,20557067,37.8,62.2,1.9,23.9,37.6,24.8,9,2.6,7383972,11628470,186844,3659190,7182651,5236440,2053975,693343
동작대로7길,10,104,66478191,40.7,59.3,1.8,38.8,33.5,12,9.6,4.4,25173385,33979763,944822,20807201,19439163,7712213,6866547,3383203
동호로11길,7,84,118765385,42,58,4.5,41.6,25.2,14,9.8,4.9,44522331,64106517,4083167,41910152,28565648,17033369,11729310,5307205
동호로14길,2,50,43786227,44.4,55.6,1.1,44.9,34.3,14.5,3.9,1.4,18182613,21203321,370073,14700386,14813139,7243212,1553284,705839
동호로15길,3,106,23019203,45.1,54.9,2.4,35.5,26.9,17.3,12.8,5.1,9182201,10460025,364018,6129502,5362175,3693782,3042717,1050033
동호로25길,6,245,122296957,48.7,51.3,9.1,62.3,8.7,8.9,9.3,1.6,61718509,60578448,11685138,69765018,12430872,13214920,12694019,2506990
두산로13길,2,8,3715217,31.3,68.7,0,36.6,38.9,18.3,5.4,0.7,1120290,2373913,0,1305797,1236232,703623,230435,18116
두산로5길,5,1,7873563,57.3,42.7,0,22.5,49.5,12.3,14.6,1.1,3741379,2517241,0,1626437,3120690,632184,850575,28736
두텁바위로15길,4,62,4783333,57.3,42.7,0.9,28.2,50.4,11.1,9.3,0,1859524,1452381,19048,842857,1554762,457143,438095,0
두텁바위로58길,1,14,4055343,52.3,47.7,0,40.7,30.8,20,7.2,1.3,1885804,2169539,0,1415665,1098476,1094143,252165,194894
둘레15길,5,64,25988742,48.8,51.2,3.9,39,28.5,15.5,9.8,3.3,11700404,11245471,668224,8096155,6838507,4040276,2584647,718067
둘레길,4,45,11021379,58.8,41.2,0,38,29.7,17.7,10.8,3.7,4806165,3601780,0,2872985,2729348,1655024,859034,291552
등촌로39길,9,162,86012389,47.8,52.2,4.2,33.4,25.6,19.5,12.7,4.7,36722809,44512726,2590903,24046407,22620608,16668177,11277420,4032019
등촌로55길,3,70,38688088,44.8,55.2,3.3,38.5,25,14.8,11.8,6.6,16224186,19027411,1214636,11841701,8048979,6223237,4978505,2944543
등촌로5가길,4,99,18509325,28.8,71.2,1.6,19.2,36,21.4,15.6,6.2,4161337,10376971,282194,2404284,4492479,3178550,2939158,1241645
디지털로27길,9,48,23076959,43.1,56.9,1.8,32.7,33.9,17.6,11.8,2.3,8056676,11424313,202877,5883733,5973180,4149916,2692245,579042
디지털로32길,37,536,627893666,58.6,41.4,0.6,40.2,36.2,15.1,5.6,2.3,303878776,193175448,3228663,178587159,182023625,81302406,36543526,15368847
디지털로32나길,8,120,481008887,58,42,0.7,46.6,32.3,11.5,6.1,2.8,258559943,175320559,3376457,181042633,142244811,59242209,33950490,14023904
디지털로38길,1,52,9264108,52.5,47.5,0,24.7,38.8,16.7,14.9,4.9,3337422,3285815,0,1494906,2214921,1245172,1329256,338983
디지털로54길,4,66,15782634,53.4,46.6,2.2,43.1,29.4,13.5,9.3,2.5,9433654,3727756,80000,2653943,2810106,5258078,2058351,300934
디지털로57길,2,6,3500800,68.4,31.6,0,26.3,26.3,42.1,5.3,0,692000,318400,0,242400,244000,472000,52000,0
뚝섬로27길,8,76,36851828,45.3,54.7,1.2,39,27.6,14.8,14.2,3.2,18074167,14971962,247239,8979673,6737699,6169591,9856015,1055913
뚝섬로56길,12,159,30530349,47.3,52.7,2.9,20.7,28.2,32.7,10.8,4.6,12888288,15605660,694779,4363227,8492508,9432830,3739701,1770906
마른내로12길,2,66,3200787,74.2,25.8,31.1,22.4,8.6,15.6,13.8,8.6,1535433,657480,433071,492126,188976,460630,401575,216535
마방로4길,17,502,304273959,43.1,56.9,0.9,30.5,36.1,17.6,9.7,5.1,110999969,134736162,1900035,67751613,87664420,46488391,27485536,14446138
마장로35길,2,13,10100862,52.6,47.4,3.1,28.3,36.9,19.8,7.3,4.6,4600702,3769023,138060,2180639,3014980,1874683,769030,392334
마장로35나길,2,99,6142049,46.9,53.1,0.6,15.4,40.7,27.3,12.2,3.7,2666634,2321119,36916,735429,1839899,1479874,600633,295002
마장로9길,4,226,4801943,53.2,46.8,1.2,38.2,33.6,12.6,9.9,4.5,2081413,1656072,22290,1582807,1200016,426263,406118,99991
