상권코드명,상권코드,기준년월코드,서비스업종코드.x,서비스업종코드명.x,평균영업개월수,X1년이하생존율,X1.2년생존율,X2.3년생존율,X3.5년생존율,X5년이상생존율,당월매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수.x,총상주인구수,남성상주인구수,여성상주인구수,연령대10상주인구수,연령대20상주인구수,연령대30상주인구수,연령대40상주인구수,연령대50상주인구수,연령대60이상상주인구수,서비스업종코드.y,서비스업종코드명.y,점포수.y,유사업종점포수,총직장인구수,남성직장인구수,여성직장인구수,연령대10직장인구수,연령대20직장인구수,연령대30직장인구수,연령대40직장인구수,연령대50직장인구수,연령대60이상직장인구수,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수,구
필운대로6길,1588,201803,CS100009,커피음료,183.5,100,100,100,100,100,4891056.667,2050948.667,2303618,30581,865331.3333,1187699.5,1316582.333,778885.3333,175488,6,715,361,354,108,89,88,125,103,202,CS100009,커피음료,9,9,588,256,332,3,192,222,100,40,31,26905,10464,16441,4319,6879,5789,4440,3459,2020,종로구
필운대로6길,1588,201803,CS100009,커피음료,183.5,100,100,100,100,100,4891056.667,2050948.667,2303618,30581,865331.3333,1187699.5,1316582.333,778885.3333,175488,6,715,361,354,108,89,88,125,103,202,CS100009,커피음료,9,9,588,256,332,3,192,222,100,40,31,26905,10464,16441,4319,6879,5789,4440,3459,2020,종로구
필운대로7길,1589,201803,CS100009,커피음료,53,100,100,100,100,100,5706924.5,1636839,3347496,151634,1993742.5,1890607.5,622699,278877.5,46774,2,904,401,503,161,103,148,160,131,201,CS100009,커피음료,8,9,13,8,5,0,1,2,9,0,1,20082,7654,12428,3341,5316,4273,3378,2526,1249,종로구
학동로20길,1591,201803,CS100009,커피음료,71.5,100,0,0,0,0,2501007,777387.25,1146861.75,43574.75,911508.75,531187,303320.5,111480.25,23177.75,4,2013,937,1076,139,317,472,442,292,351,CS100009,커피음료,5,5,521,307,214,4,120,148,146,61,42,23137,12145,10992,641,8685,6958,3282,2321,1251,강남구
한강대로104마길,1593,201803,CS100009,커피음료,41,0,0,0,0,0,2876336,942748,403817,0,103817,206870,360305,593893,81679,1,968,573,395,80,128,116,160,209,275,CS100009,커피음료,1,1,23,10,13,0,2,5,4,7,5,24311,13814,10497,515,5720,6269,4859,4167,2782,용산구
한강대로104마길,1593,201803,CS100009,커피음료,41,0,0,0,0,0,2876336,942748,403817,0,103817,206870,360305,593893,81679,1,968,573,395,80,128,116,160,209,275,CS100009,커피음료,1,1,23,10,13,0,2,5,4,7,5,24311,13814,10497,515,5720,6269,4859,4167,2782,용산구
한강대로10길,1594,201803,CS100009,커피음료,19,0,0,0,0,0,2250185,754711,796829,0,334082.5,544073.5,407374,187315.5,78694.5,2,271,138,133,37,43,42,30,50,69,CS100009,커피음료,5,6,78,30,48,0,12,23,19,17,7,5930,3481,2449,502,1148,1250,1180,1046,805,용산구
한강대로15길,1595,201803,CS100009,커피음료,192,0,0,0,0,0,9973487.333,4227794,3719765,19904,2779890.333,2515187,958084.6667,1315244.333,359247.6667,3,445,237,208,34,48,76,71,74,142,CS100009,커피음료,3,3,861,464,397,4,140,197,183,193,144,10944,6757,4186,234,2312,2417,2407,1919,1653,용산구
한강대로21길,1596,201803,CS100009,커피음료,189,0,0,0,0,0,8797641,3806439,3191518,0,2342857,1870982,839285.5,1535456.5,409375,2,162,94,68,16,18,29,23,27,49,CS100009,커피음료,2,2,384,186,198,0,36,52,57,136,103,10011,6583,3428,478,2544,2155,1843,1816,1176,용산구
한강대로23길,1597,201803,CS100009,커피음료,5,0,0,0,0,0,2971942,1743885,741727,0,1180576,856835,343165,54676,50360,1,6,4,2,1,0,2,1,0,2,CS100009,커피음료,1,1,134,68,66,1,5,22,19,35,52,11260,6988,4272,629,2761,2459,2073,2035,1303,용산구
한강대로38길,1598,201803,CS100009,커피음료,120,0,0,0,0,0,22449239.67,7836166.833,11565784.33,152784.8333,6934707.667,7455737.333,2639502.5,1547385.333,671834.1667,6,176,79,97,4,6,15,19,50,82,CS100009,커피음료,6,6,4264,3357,907,0,230,1036,1794,1156,48,11698,6908,4790,127,3136,3685,2339,1482,929,용산구
한강대로38길,1598,201803,CS100009,커피음료,120,0,0,0,0,0,22449239.67,7836166.833,11565784.33,152784.8333,6934707.667,7455737.333,2639502.5,1547385.333,671834.1667,6,176,79,97,4,6,15,19,50,82,CS100009,커피음료,6,6,4264,3357,907,0,230,1036,1794,1156,48,11698,6908,4790,127,3136,3685,2339,1482,929,용산구
한강대로40길,1599,201803,CS100009,커피음료,87.5,0,0,0,0,0,9155833.75,5142361.25,2357284.75,184761.75,3075502.25,1668698.25,1495776,879871.75,195036.75,4,115,60,55,2,15,31,14,15,38,CS100009,커피음료,4,4,4885,3657,1228,2,310,1151,1949,1330,143,24803,14707,10095,517,6164,6588,5855,3399,2280,용산구
한강대로40길,1599,201803,CS100009,커피음료,87.5,0,0,0,0,0,9155833.75,5142361.25,2357284.75,184761.75,3075502.25,1668698.25,1495776,879871.75,195036.75,4,115,60,55,2,15,31,14,15,38,CS100009,커피음료,4,4,4885,3657,1228,2,310,1151,1949,1330,143,24803,14707,10095,517,6164,6588,5855,3399,2280,용산구
한강대로40길,1599,201803,CS100009,커피음료,87.5,0,0,0,0,0,9155833.75,5142361.25,2357284.75,184761.75,3075502.25,1668698.25,1495776,879871.75,195036.75,4,115,60,55,2,15,31,14,15,38,CS100009,커피음료,4,4,4885,3657,1228,2,310,1151,1949,1330,143,24803,14707,10095,517,6164,6588,5855,3399,2280,용산구
한강대로43길,1600,201803,CS100009,커피음료,95,0,0,0,0,0,7525092.2,3185214.4,2385463,42394.4,1435296,1921502.8,1342965.4,518701.4,309818,5,864,422,442,67,118,252,136,118,173,CS100009,커피음료,6,7,875,488,387,4,115,224,267,151,114,58219,32658,25561,1062,15372,19360,11304,6673,4449,용산구
한강대로52길,1601,201803,CS100009,커피음료,196,75,25,25,25,0,9534927.286,3051461,3760801.857,18883.57143,1907616.571,2167637.286,1737142.714,677385.1429,303597.8571,7,434,222,212,34,60,98,67,72,103,CS100009,커피음료,6,6,690,475,215,0,118,201,152,115,104,105424,52741,52683,4065,38853,31757,16750,8717,5282,용산구
한강대로52길,1601,201803,CS100009,커피음료,196,75,25,25,25,0,9534927.286,3051461,3760801.857,18883.57143,1907616.571,2167637.286,1737142.714,677385.1429,303597.8571,7,434,222,212,34,60,98,67,72,103,CS100009,커피음료,6,6,690,475,215,0,118,201,152,115,104,105424,52741,52683,4065,38853,31757,16750,8717,5282,용산구
한강대로52길,1601,201803,CS100009,커피음료,196,75,25,25,25,0,9534927.286,3051461,3760801.857,18883.57143,1907616.571,2167637.286,1737142.714,677385.1429,303597.8571,7,434,222,212,34,60,98,67,72,103,CS100009,커피음료,6,6,690,475,215,0,118,201,152,115,104,105424,52741,52683,4065,38853,31757,16750,8717,5282,용산구
한강대로62가길,1602,201803,CS100009,커피음료,60,0,0,0,0,0,7932759,4485189,3447570,0,1147985,2878553,2894838,658575,352808,1,57,33,24,4,5,3,8,11,26,CS100009,커피음료,3,3,673,255,418,1,67,195,198,174,38,4506,2004,2502,0,1197,2319,528,393,68,용산구
한강대로62가길,1602,201803,CS100009,커피음료,60,0,0,0,0,0,7932759,4485189,3447570,0,1147985,2878553,2894838,658575,352808,1,57,33,24,4,5,3,8,11,26,CS100009,커피음료,3,3,673,255,418,1,67,195,198,174,38,4506,2004,2502,0,1197,2319,528,393,68,용산구
한강대로62길,1603,201803,CS100009,커피음료,163,0,0,0,0,0,9132404.714,5074717.143,2872994.857,32022.42857,2763418,2534542.143,1753973.429,641168.7143,222587.7143,7,898,450,448,71,153,166,128,158,222,CS100009,커피음료,5,7,714,439,275,0,114,227,174,122,77,26831,14926,11905,408,7097,7998,5081,4012,2235,용산구
한강대로62길,1603,201803,CS100009,커피음료,163,0,0,0,0,0,9132404.714,5074717.143,2872994.857,32022.42857,2763418,2534542.143,1753973.429,641168.7143,222587.7143,7,898,450,448,71,153,166,128,158,222,CS100009,커피음료,5,7,714,439,275,0,114,227,174,122,77,26831,14926,11905,408,7097,7998,5081,4012,2235,용산구
한강대로62다길,1604,201803,CS100009,커피음료,179,0,0,0,0,0,9660043,5575806.6,2256999.8,138452.4,2564221.4,1784749.6,1784576.8,1048326.8,512480,5,435,225,210,48,61,101,66,69,90,CS100009,커피음료,4,4,5217,3538,1679,11,586,1274,1983,1273,90,11275,6960,4315,101,2345,2642,2573,2250,1364,용산구
한강대로62다길,1604,201803,CS100009,커피음료,179,0,0,0,0,0,9660043,5575806.6,2256999.8,138452.4,2564221.4,1784749.6,1784576.8,1048326.8,512480,5,435,225,210,48,61,101,66,69,90,CS100009,커피음료,4,4,5217,3538,1679,11,586,1274,1983,1273,90,11275,6960,4315,101,2345,2642,2573,2250,1364,용산구
한강대로7길,1605,201803,CS100009,커피음료,194,0,0,0,0,0,8065185,2763194,2739602.143,15337.57143,1461330,1885196.143,1161477.857,721153.5714,258301.8571,7,1096,567,529,127,94,155,165,190,365,CS100009,커피음료,8,8,1855,542,1313,36,803,537,178,110,191,32971,18284,14687,468,6499,7833,7429,5610,5131,용산구
한강대로88길,1606,201803,CS100009,커피음료,9,0,0,0,0,0,25212389,5108838,20103551,509065,20626253,2068079,390890,1104491,513611,1,107,79,28,2,11,9,20,29,36,CS100009,커피음료,1,1,1626,1137,489,7,206,418,377,261,357,19406,11830,7576,2648,5552,3413,2897,2911,1984,용산구
한강대로96길,1607,201803,CS100009,커피음료,339,100,100,100,100,100,5573907,1841124.556,2860458,129202.8889,1669495.778,1522429,992351.4444,292866.3333,95237.66667,9,2904,1528,1376,279,400,435,469,487,834,CS100009,커피음료,6,6,26,3,23,1,5,8,2,7,3,38284,22228,16055,3842,10036,8342,6616,5482,3966,용산구
한강대로96길,1607,201803,CS100009,커피음료,339,100,100,100,100,100,5573907,1841124.556,2860458,129202.8889,1669495.778,1522429,992351.4444,292866.3333,95237.66667,9,2904,1528,1376,279,400,435,469,487,834,CS100009,커피음료,6,6,26,3,23,1,5,8,2,7,3,38284,22228,16055,3842,10036,8342,6616,5482,3966,용산구
한글비석로1길,1608,201803,CS100009,커피음료,70,0,0,0,0,0,8938523,3251101,4915368,18786.66667,1023700.333,1801325,2323586,2527411.667,471659.3333,3,403,203,200,99,57,39,79,63,66,CS100009,커피음료,2,3,182,70,112,1,12,40,35,52,42,2752,1343,1409,179,522,465,530,568,488,노원구
한글비석로1길,1608,201803,CS100009,커피음료,70,0,0,0,0,0,8938523,3251101,4915368,18786.66667,1023700.333,1801325,2323586,2527411.667,471659.3333,3,403,203,200,99,57,39,79,63,66,CS100009,커피음료,2,3,182,70,112,1,12,40,35,52,42,2752,1343,1409,179,522,465,530,568,488,노원구
한글비석로20길,1609,201803,CS100009,커피음료,321,0,0,0,0,0,9429768.333,3867246.889,5084005.444,282623.1111,2437974.333,1902745,2214171.556,1648370.556,465368.1111,9,385,215,170,41,69,47,69,64,95,CS100009,커피음료,5,10,180,101,79,0,12,32,58,53,25,61524,32064,29460,5259,10311,9346,13189,13375,10044,노원구
한글비석로23길,1610,201803,CS100009,커피음료,348,0,0,0,0,0,1199761.333,404051.6667,694649.3333,7440.666667,148972.3333,335392,239612.3333,232114.6667,135169,3,3249,1575,1674,479,471,408,504,565,822,CS100009,커피음료,5,5,234,79,155,0,43,41,54,62,34,167913,85351,82563,14401,31931,25059,30127,35903,30493,노원구
한글비석로46길,1612,201803,CS100009,커피음료,73.5,0,0,0,0,0,8388374.333,2868888,5519486.333,170039.3333,2611087.5,1945270.333,2091024.833,1072711.833,498240.5,6,5642,2851,2791,775,772,680,920,970,1525,CS100009,커피음료,6,7,266,109,157,2,32,39,83,63,47,143810,73754,70056,10087,30226,20229,26201,29597,27470,노원구
한글비석로48길,1614,201803,CS100009,커피음료,21,0,0,0,0,0,9578411,3682902,5895509,519033,2797429,2720643,2541332,898717,101257,1,699,314,385,114,91,95,134,119,146,CS100009,커피음료,0,1,44,18,26,0,1,7,12,15,9,10522,5146,5376,1450,2100,1697,2088,1886,1302,노원구
한남대로20길,1616,201803,CS100009,커피음료,135.3333333,100,100,100,100,100,20910670.5,5446317.167,12650055.33,115108.8333,5760247.833,5835233,3426515.167,2110982.5,848285.3333,6,215,102,113,19,40,45,39,25,47,CS100009,커피음료,7,9,328,163,165,0,107,132,45,28,16,25575,11615,13960,183,6106,8168,5531,2837,2749,용산구
한남대로21길,1617,201803,CS100009,커피음료,15,0,0,0,0,0,16410768,5725847.5,9088202.5,72619,7660714.5,3852778,2196482.5,809631,221825.5,2,54,29,25,10,8,14,11,7,4,CS100009,커피음료,4,4,60,29,31,0,11,15,18,8,8,9599,4829,4770,56,2744,2370,1749,1392,1289,용산구
한남대로27길,1618,201803,CS100009,커피음료,91.5,100,100,100,100,100,37656571.56,10807657.89,23345833.44,406094.3333,19035124.11,9400155.222,2921753.222,1878322.667,512042.1111,9,771,351,420,74,116,228,130,88,135,CS100009,커피음료,6,7,329,169,160,4,111,102,58,30,24,31168,13079,18089,661,12369,9274,5029,2312,1523,용산구
한남대로42길,1619,201803,CS100009,커피음료,45,0,0,0,0,0,6691856.25,2375972.5,4315883.75,98607.5,3147802,2238186.5,991120.5,189246.75,26893,4,502,231,271,64,70,93,92,77,106,CS100009,커피음료,6,6,240,138,102,0,67,72,54,28,19,6481,3230,3251,43,1262,2400,1415,792,569,용산구
한림말1길,1620,201803,CS100009,커피음료,125,100,100,0,0,0,18535739.67,7920834.333,8824666.333,151638.6667,4841617.667,4645053.333,3394525,2025026.667,1687639.667,3,746,353,393,101,111,152,109,92,181,CS100009,커피음료,3,4,228,141,87,0,39,47,63,55,24,32179,13752,18427,1377,5671,7388,6839,5517,5387,성동구
한림말3길,1621,201803,CS100009,커피음료,144,100,100,50,50,50,9095398,3764498,4578904,99318.75,2074325.5,2274489,2043742.75,955983.75,895542.75,4,628,290,338,86,92,120,98,75,157,CS100009,커피음료,5,6,148,83,65,0,22,25,41,39,21,51841,21582,30259,2228,8780,11669,11098,9238,8827,성동구
한림말길,1622,201803,CS100009,커피음료,116,100,100,100,100,100,8188404.6,2725321.4,4679093.6,42660.8,1598763.2,2228046.8,1926083,1013258,595603.6,5,1004,451,553,158,137,219,186,137,167,CS100009,커피음료,6,8,300,106,194,0,44,56,89,81,30,54566,23941,30626,3382,8554,12726,10761,9908,9236,성동구
한천로101가길,1623,201803,CS100009,커피음료,93,0,0,0,0,0,22381822.33,8714786.333,12180348,350032.3333,2901522.333,5624849.667,7333067.667,3082576,1603087,3,1021,531,490,181,123,99,187,175,256,CS100009,커피음료,2,3,210,118,92,0,23,36,56,67,28,26364,13200,13165,655,2406,5665,5749,7574,4316,성북구
한천로11길,1627,201803,CS100009,커피음료,80.5,100,100,100,0,0,2110797.75,696052.75,1414745,64762.25,479397.5,578356,718652.5,194002,75627.5,4,3002,1524,1478,361,345,378,492,535,891,CS100009,커피음료,3,3,814,502,312,0,98,141,194,198,183,29439,15643,13795,1623,5071,6262,5758,5752,4973,동대문구
한천로130길,1629,201803,CS100009,커피음료,45,100,100,0,0,0,1592589,655367,778193.6667,5401.333333,258482,688054.6667,280797,81252,119573.6667,3,5246,2602,2644,660,760,821,808,887,1310,CS100009,커피음료,5,5,236,120,116,1,16,53,69,57,40,179783,91249,88533,10459,40814,32264,31766,34386,30093,강북구
한천로131길,1630,201803,CS100009,커피음료,27,100,0,0,0,0,3762911,2376645.333,1386265.667,33716.66667,639858.6667,726270.6667,1941342.333,348724,72998.66667,3,2547,1264,1283,257,468,446,387,365,624,CS100009,커피음료,4,4,234,132,102,0,19,30,53,73,59,72125,34781,37343,3876,19794,12855,12385,12609,10606,강북구
한천로132길,1631,201803,CS100009,커피음료,19,100,100,0,0,0,2810119.667,1202518.333,1607601.333,20242.66667,897774,761560,446509.3333,465306.3333,218727.3333,3,4084,2047,2037,561,617,600,716,672,918,CS100009,커피음료,6,6,339,141,198,2,50,66,88,83,50,211330,108713,102618,10324,49952,36956,36888,42295,34915,강북구
한천로143길,1633,201803,CS100009,커피음료,127,0,0,0,0,0,3629235.5,1738635,1538137.25,84583.25,1150525.75,1153434,325988,352711.5,209529.75,4,1529,701,828,123,269,243,217,230,447,CS100009,커피음료,5,5,1923,1025,898,1,169,548,488,570,147,119418,59682,59735,6398,36171,19971,19447,19978,17453,강북구
한천로144길,1634,201803,CS100009,커피음료,46,100,0,0,0,0,12470000,5375625,6358125,0,4476250,2475000,2153750,1731250,897500,1,3625,1764,1861,397,615,587,571,626,829,CS100009,커피음료,1,2,141,74,67,0,11,23,36,38,33,69483,32776,36707,1965,19303,14142,10849,13433,9792,강북구
한천로14길,1635,201803,CS100009,커피음료,105,100,100,0,0,0,14130996.67,5436777.5,6902732.167,180076,3083105,5010856.667,2361331.333,1151242.167,552898,6,3179,1616,1563,418,440,489,503,601,728,CS100009,커피음료,7,9,1795,1113,682,20,360,421,456,356,182,126180,70584,55596,1815,25820,29833,25971,25199,17542,동대문구
한천로150길,1636,201803,CS100009,커피음료,75,66.67,0,0,0,0,3683105,1151100.667,2532004.333,0,1344275.667,1102441.333,389526.3333,410964.3333,435897.3333,3,4120,2050,2070,407,682,641,643,700,1047,CS100009,커피음료,3,4,184,104,80,0,19,32,45,52,36,138958,69918,69039,5103,33799,25104,24677,27340,22935,강북구
한천로150길,1636,201803,CS100009,커피음료,75,66.67,0,0,0,0,3683105,1151100.667,2532004.333,0,1344275.667,1102441.333,389526.3333,410964.3333,435897.3333,3,4120,2050,2070,407,682,641,643,700,1047,CS100009,커피음료,3,4,184,104,80,0,19,32,45,52,36,138958,69918,69039,5103,33799,25104,24677,27340,22935,강북구
한천로155길,1637,201803,CS100009,커피음료,25,0,0,0,0,0,2886841,1533379.5,1159043.5,19630,380926,847160,511768,478439.5,454500.5,2,1743,872,871,250,216,237,292,292,456,CS100009,커피음료,2,2,376,140,236,0,31,50,94,99,102,73161,35450,37711,4783,12911,12840,12868,15522,14238,강북구
한천로170길,1640,201803,CS100009,커피음료,8,100,100,100,0,0,2192857.5,221164,1971693.5,0,205555.5,135185,185185,165608.5,1501323.5,2,4937,2409,2528,738,704,670,807,835,1183,CS100009,커피음료,1,1,215,81,134,3,25,31,54,66,36,113608,51403,62205,7804,24949,16521,22056,22135,20143,강북구
한천로17길,1641,201803,CS100009,커피음료,19,100,100,100,0,0,4177845.5,1347086,2830759.5,129582.5,913581,1157231,1437950,388178,151323,2,776,399,377,106,111,89,121,135,214,CS100009,커피음료,2,2,196,130,66,0,31,44,74,22,25,7547,3773,3774,297,1340,1663,1391,1432,1424,동대문구
한천로18길,1642,201803,CS100009,커피음료,165,0,0,0,0,0,19228444.67,7682907.333,9425455.333,258501,2883736,5089694.333,4782719.333,2603975,1489737.333,3,2003,1034,969,223,211,309,315,394,551,CS100009,커피음료,2,2,149,63,86,0,20,34,28,38,29,23724,13098,10626,270,4258,5778,5001,4862,3554,동대문구
한천로24길,1643,201803,CS100009,커피음료,110,0,0,0,0,0,15239607.67,6319842.667,7253017.333,148183.3333,3457250.333,4651042.333,3481239.667,1222321,612824.3333,3,4627,2356,2271,587,647,885,796,799,913,CS100009,커피음료,2,4,743,424,319,1,99,188,203,177,75,73326,38553,34773,1827,14221,18560,14795,13496,10428,동대문구
한천로33길,1645,201803,CS100009,커피음료,49,100,100,100,100,0,6132113,2337642.25,3794470.75,136005,1651559.75,1238226,1761236.5,1019311,325774.75,4,579,286,293,87,79,74,109,106,124,CS100009,커피음료,2,3,286,100,186,0,23,43,105,83,32,23666,11254,12412,1364,3851,4814,4470,4621,4546,동대문구
한천로33길,1645,201803,CS100009,커피음료,49,100,100,100,100,0,6132113,2337642.25,3794470.75,136005,1651559.75,1238226,1761236.5,1019311,325774.75,4,579,286,293,87,79,74,109,106,124,CS100009,커피음료,2,3,286,100,186,0,23,43,105,83,32,23666,11254,12412,1364,3851,4814,4470,4621,4546,동대문구
한천로33길,1645,201803,CS100009,커피음료,49,100,100,100,100,0,6132113,2337642.25,3794470.75,136005,1651559.75,1238226,1761236.5,1019311,325774.75,4,579,286,293,87,79,74,109,106,124,CS100009,커피음료,2,3,286,100,186,0,23,43,105,83,32,23666,11254,12412,1364,3851,4814,4470,4621,4546,동대문구
한천로36길,1646,201803,CS100009,커피음료,137,100,100,0,0,0,11122576.25,3798015,5257329.75,271711.25,3041984.75,1931007.75,1850901.25,1381547.25,578192.75,4,2430,1250,1180,312,328,299,386,445,660,CS100009,커피음료,1,3,247,118,129,1,28,45,66,71,36,44588,21932,22655,1809,7724,9565,8837,9111,7541,동대문구
한천로46길,1647,201803,CS100009,커피음료,205,100,100,0,0,0,8114516,3182179,4447754,387678.75,1765501.25,2404769.5,1981681.5,871093.75,219209.25,4,1975,1013,962,299,282,302,309,357,426,CS100009,커피음료,7,8,224,111,113,1,55,47,61,37,23,28177,14053,14124,2541,4923,5174,5752,5366,4422,동대문구
한천로46길,1647,201803,CS100009,커피음료,205,100,100,0,0,0,8114516,3182179,4447754,387678.75,1765501.25,2404769.5,1981681.5,871093.75,219209.25,4,1975,1013,962,299,282,302,309,357,426,CS100009,커피음료,7,8,224,111,113,1,55,47,61,37,23,28177,14053,14124,2541,4923,5174,5752,5366,4422,동대문구
한천로78길,1653,201803,CS100009,커피음료,107,0,0,0,0,0,9344052.667,3865646,4851890.667,116469,3204058.333,2300358.333,1567227.667,970041,559382.6667,3,1108,546,562,109,191,162,169,203,274,CS100009,커피음료,2,4,187,111,76,1,13,35,63,47,28,62513,31523,30990,10389,12745,9747,9592,10950,9090,성북구
한천로80길,1654,201803,CS100009,커피음료,97,0,0,0,0,0,9184721,2933351.333,5475229,80793.66667,3280759.667,2034239,1403062.667,1016708,593017,3,1502,741,761,173,268,213,211,283,354,CS100009,커피음료,3,5,84,67,17,1,6,11,29,27,10,55406,29044,26362,7080,11307,8701,8569,10734,9016,성북구
해등로16길,1656,201803,CS100009,커피음료,156.5,100,100,100,100,50,7127574.667,2960000.5,4167574.167,209404.3333,1438933.667,1977862.833,1820357.667,1185644.667,495371.5,6,1907,916,991,305,336,270,280,368,348,CS100009,커피음료,6,9,183,71,112,0,30,44,65,34,10,58967,29799,29168,5283,12653,10365,10222,11308,9137,도봉구
해등로26길,1657,201803,CS100009,커피음료,60.5,0,0,0,0,0,6606769.667,2052306.667,4554463,74716.33333,1400069.667,978830.3333,2047315.667,1804473.333,301364.3333,3,538,265,273,93,84,65,79,126,91,CS100009,커피음료,3,3,64,16,48,0,16,12,14,14,8,10358,5298,5061,727,2302,1782,1911,1822,1814,도봉구
행당로17길,1658,201803,CS100009,커피음료,22,0,0,0,0,0,6652202,2852207,3799995,514546,2469142,1358201,1649862,573119,87332,1,927,450,477,105,167,147,112,176,220,CS100009,커피음료,0,1,207,88,119,0,37,51,50,41,28,23626,11426,12200,2631,5764,4455,4025,3864,2887,성동구
행당로17길,1658,201803,CS100009,커피음료,22,0,0,0,0,0,6652202,2852207,3799995,514546,2469142,1358201,1649862,573119,87332,1,927,450,477,105,167,147,112,176,220,CS100009,커피음료,0,1,207,88,119,0,37,51,50,41,28,23626,11426,12200,2631,5764,4455,4025,3864,2887,성동구
행당로1길,1659,201803,CS100009,커피음료,6,0,0,0,0,0,2426316,706915,1719401,0,0,1700397,539688,186231,0,1,1212,604,608,179,178,176,169,225,285,CS100009,커피음료,1,1,117,29,88,0,17,40,35,19,6,27730,12530,15200,2529,4411,6911,5067,4427,4385,성동구
행당로8길,1660,201803,CS100009,커피음료,67,100,100,100,100,0,5206857,1586937.4,3111952.8,266479,951522.6,1086092.8,1514552.6,705426.2,174817.4,5,428,197,231,66,56,54,80,79,93,CS100009,커피음료,4,5,146,39,107,0,10,32,43,53,8,14501,6499,8002,2076,2872,2990,2599,2221,1744,성동구
행운1길,1662,201803,CS100009,커피음료,246,50,0,0,0,0,5881578,1718717,3801990,144398.25,2814400.75,1445838.5,636710,371802.25,107557.75,8,3075,1526,1549,284,694,625,405,414,653,CS100009,커피음료,8,8,478,262,216,3,97,128,125,78,47,119724,59488,60235,7092,45089,23293,14974,14822,14454,관악구
행운길,1663,201803,CS100009,커피음료,331,0,0,0,0,0,10167327.43,4127171.714,5457951.286,143649.4286,3553522.571,3224268.429,1512048.143,806238.7143,345396,7,7484,3712,3772,615,2046,1876,890,799,1258,CS100009,커피음료,9,10,1031,703,328,13,165,288,257,199,109,199028,97760,101268,13173,79562,42052,23117,20936,20188,관악구
혜화로14길,1664,201803,CS100009,커피음료,52,0,0,0,0,0,11774044,5622154,5035450,373479,1936049,1611325,3302477,2909251,525023,1,791,371,420,145,143,130,137,108,128,CS100009,커피음료,0,1,218,92,126,0,55,76,37,22,28,36348,18805,17543,8171,8984,5060,6374,4294,3464,종로구
혜화로3길,1665,201803,CS100009,커피음료,400,0,0,0,0,0,11050461.43,4662165.571,5787930.857,249786,5518045.143,1421779.857,1328441,1469988.857,462055.5714,7,1370,644,726,201,361,204,172,200,232,CS100009,커피음료,12,12,22,14,8,0,8,2,5,4,3,66193,33269,32924,11540,33770,6489,6569,5193,2632,종로구
혜화로3길,1665,201803,CS100009,커피음료,400,0,0,0,0,0,11050461.43,4662165.571,5787930.857,249786,5518045.143,1421779.857,1328441,1469988.857,462055.5714,7,1370,644,726,201,361,204,172,200,232,CS100009,커피음료,12,12,22,14,8,0,8,2,5,4,3,66193,33269,32924,11540,33770,6489,6569,5193,2632,종로구
호암로18길,1667,201803,CS100009,커피음료,25,0,0,0,0,0,3460039,1081780,2378259,118184,852819,947689,980671,482843,77833,1,1168,611,557,163,162,198,187,211,247,CS100009,커피음료,1,1,26,13,13,0,0,4,8,8,6,15149,8480,6669,1853,5389,3203,2041,1366,1298,관악구
호암로22길,1668,201803,CS100009,커피음료,429.5,80,70,40,40,30,8578512,4862488.833,3716023.167,665464.8333,3029720.278,2416459.278,1498474.5,706714.7222,261678.3889,18,1785,1080,705,86,629,434,250,166,220,CS100009,커피음료,16,20,64,31,33,1,2,16,21,13,11,143232,88511,54721,11379,70317,27848,14120,10361,9206,관악구
호암로26길,1669,201803,CS100009,커피음료,610.5,66.67,55.56,33.33,33.33,22.22,12770523.43,6397580.568,6372942.865,525207.6216,5621425.973,3579748.595,1579606.459,998911.3243,465623.4595,37,6855,4409,2446,382,1948,1544,1176,798,1007,CS100009,커피음료,30,40,628,223,405,0,72,105,142,181,128,446944,271714,175231,31678,216837,86796,46550,35659,29424,관악구
홍릉로29길,1673,201803,CS100009,커피음료,71,0,0,0,0,0,7562736.5,3725772,3091419,35417,1909087.5,2080624,1087009.5,1269106.5,435946.5,2,289,153,136,30,53,45,43,42,76,CS100009,커피음료,0,1,27,10,17,0,3,5,5,9,5,9928,5458,4471,393,2626,1923,1308,1904,1774,동대문구
홍릉로29길,1673,201803,CS100009,커피음료,71,0,0,0,0,0,7562736.5,3725772,3091419,35417,1909087.5,2080624,1087009.5,1269106.5,435946.5,2,289,153,136,30,53,45,43,42,76,CS100009,커피음료,0,1,27,10,17,0,3,5,5,9,5,9928,5458,4471,393,2626,1923,1308,1904,1774,동대문구
홍릉로5길,1674,201803,CS100009,커피음료,148,0,0,0,0,0,5882192.5,1495461.5,1432500,0,0,0,0,836154,2091807.5,2,663,331,332,65,88,70,71,127,242,CS100009,커피음료,1,1,253,123,130,2,20,46,77,72,36,102528,54701,47827,2566,13332,13298,15233,25217,32881,동대문구
