"상권코드","기준년월코드","상권코드명","서비스업종코드.x","서비스업종코드명.x","평균영업개월수","X1년이하생존율","X1.2년생존율","X2.3년생존율","X3.5년생존율","X5년이상생존율","당월매출금액","남성매출비율","여성매출비율","연령대10매출비율","연령대20매출비율","연령대30매출비율","연령대40매출비율","연령대50매출비율","연령대60이상매출비율","남성매출금액","여성매출금액","연령대10매출금액","연령대20매출금액","연령대30매출금액","연령대40매출금액","연령대50매출금액","연령대60이상매출금액","점포수.x","총상주인구수","남성상주인구수","여성상주인구수","연령대10상주인구수","연령대20상주인구수","연령대30상주인구수","연령대40상주인구수","연령대50상주인구수","연령대60이상상주인구수","서비스업종코드.y","서비스업종코드명.y","점포수.y","유사업종점포수","총직장인구수","남성직장인구수","여성직장인구수","연령대10직장인구수","연령대20직장인구수","연령대30직장인구수","연령대40직장인구수","연령대50직장인구수","연령대60이상직장인구수","총유동인구수","남성유동인구수","여성유동인구수","연령대10유동인구수","연령대20유동인구수","연령대30유동인구수","연령대40유동인구수","연령대50유동인구수","연령대60이상유동인구수"
453,201804,"동일로157길","CS100009","커피음료",29,0,0,0,0,0,41328061,40.2,59.8,2.1,35.6,31.9,18.5,8.6,3.4,15586457,23055837,674247,12249035,12174744,7877078,3905053,1762140,4,2900,1456,1444,355,392,468,471,484,730,"CS100009","커피음료",1,3,308,186,122,2,44,80,83,69,30,115180,58712,56469,8837,28912,24365,17774,18636,16656
456,201804,"동일로173가길","CS100009","커피음료",78.5,0,0,0,0,0,16317387,49.3,50.7,0.4,10.2,40.1,29.8,14.6,4.8,6088195,7187562,91262,1205420,5507891,3912291,1770796,788099,5,2488,1275,1213,331,424,453,335,410,535,"CS100009","커피음료",5,6,658,354,304,1,60,110,172,206,109,79779,40787,38992,4709,16283,16320,14690,15079,12697
457,201804,"동일로178길","CS100009","커피음료",294,75,75,50,25,25,125890154,41.3,58.7,3.4,51.5,21.3,11.2,9.2,3.5,50658011,65374407,3406490,52113763,25648349,14351425,14389043,6123350,16,4403,2132,2271,577,877,786,632,698,833,"CS100009","커피음료",13,20,1469,791,678,3,194,279,326,390,277,87433,43713,43720,3401,24662,15695,13806,16122,13748
458,201804,"동일로183길","CS100009","커피음료",91.5,100,50,50,50,50,21736048,40,60,2.5,31.1,33.6,19.9,9.5,3.5,7536615,12903354,363363,7506270,6544966,3528982,1623540,872848,4,1651,867,784,238,253,292,239,268,361,"CS100009","커피음료",4,4,733,448,285,11,96,118,154,208,146,37158,17806,19352,2193,6478,7675,7554,7138,6119
459,201804,"동일로184길","CS100009","커피음료",83,100,100,100,100,100,24771702,40.6,59.4,2.5,49.8,21.1,13.3,8.6,4.7,8909701,13605950,356127,9773037,4964795,3399435,2856649,1165606,4,2315,1238,1077,273,602,372,288,361,419,"CS100009","커피음료",6,7,71,42,29,0,10,18,23,15,5,55493,29032,26461,2497,15422,11343,8293,9876,8062
460,201804,"동일로186길","CS100009","커피음료",70,100,100,100,100,100,9841728,41.5,58.5,2.9,59.7,20.2,7.6,7.4,2.2,4035377,5806351,219448,5566092,2133522,888284,770727,263655,2,2756,1400,1356,284,651,431,342,457,591,"CS100009","커피음료",3,4,699,527,172,0,44,86,133,168,268,50946,27267,23680,2708,16907,9350,6731,8529,6722
462,201804,"동일로192길","CS100009","커피음료",221,100,100,100,0,0,183992229,49.9,50.1,5.7,61.1,14.5,9.6,6.7,2.2,88953260,95038969,8970761,102845451,31619863,21021434,14644169,4890551,8,745,376,369,97,203,91,92,117,145,"CS100009","커피음료",3,11,363,219,144,2,36,40,82,111,92,96790,50623,46167,8219,33673,15900,14471,14373,10154
463,201804,"동일로193길","CS100009","커피음료",64,0,0,0,0,0,13751425,42.4,57.6,3.2,39,27.6,15.5,11.6,3.2,5087499,6948994,434395,4350959,2974367,2083708,1775225,417841,2,1025,505,520,157,144,161,159,171,233,"CS100009","커피음료",2,3,131,73,58,2,20,15,33,33,28,76819,40831,35988,4990,17403,15067,14866,14038,10454
464,201804,"동일로195길","CS100009","커피음료",38,100,100,100,100,100,13091544,51.6,48.4,5.6,67.3,10.2,8.7,6.6,1.5,6601974,6489570,681498,7963253,1492346,1532245,1162859,259343,2,1556,744,812,288,235,216,251,265,301,"CS100009","커피음료",3,4,233,112,121,1,22,45,61,73,31,103495,52581,50914,6970,20401,20534,19507,19585,16497
466,201804,"동일로203가길","CS100009","커피음료",124,100,100,0,0,0,86585416,40.3,59.7,2.7,21.8,26.2,31.1,14.1,4.1,32240935,48610486,1745388,17195224,21517327,25042170,11970575,3380740,5,1298,614,684,291,213,203,300,212,79,"CS100009","커피음료",4,6,181,73,108,2,23,32,73,40,11,5847,2558,3289,541,1131,1165,1385,931,696
467,201804,"동일로207길","CS100009","커피음료",34,0,0,0,0,0,17482981,43.9,56.1,5.6,29.8,20.5,29.5,11,3.6,7223479,10259502,799762,4164503,4242534,5358770,2092686,824726,2,1085,498,587,190,142,128,181,148,296,"CS100009","커피음료",0,2,436,113,323,0,38,49,109,183,57,5955,2688,3267,445,1028,1173,1437,976,896
468,201804,"동일로208길","CS100009","커피음료",43,0,0,0,0,0,27267799,31.9,68.1,4.1,47.9,27.6,13,6.5,1,10097462,17170337,1336822,13555881,7082650,3233862,1710624,347960,2,952,471,481,189,107,173,192,114,177,"CS100009","커피음료",2,4,30,6,24,0,1,4,12,10,3,5236,2427,2809,187,960,1131,1137,824,997
469,201804,"동일로217길","CS100009","커피음료",34.5,0,0,0,0,0,23880606,41.6,58.4,0.4,17.2,30.7,30.9,15.2,5.6,9744301,14136305,122665,3439867,6539551,8095650,4328501,1354372,3,67,41,26,6,12,5,17,13,14,"CS100009","커피음료",2,4,197,64,133,1,30,43,55,34,34,25249,12098,13150,1996,6566,4018,4625,4650,3393
472,201804,"동일로231길","CS100009","커피음료",34,0,0,0,0,0,7386103,48.8,51.2,0.9,25.1,27.5,25.8,12.8,7.9,3081765,3744486,51250,1308162,1834780,1974927,1139633,517500,2,1043,509,534,197,184,127,157,200,178,"CS100009","커피음료",2,2,214,130,84,2,13,46,67,52,34,14903,7203,7700,923,2663,3207,2444,2938,2727
474,201804,"동일로239길","CS100009","커피음료",136,75,25,25,25,25,13760725,31,69,15.8,13.8,23.2,25.9,16.6,4.7,4218497,8373659,736878,1571272,2973698,4021438,2543884,744987,3,2198,1121,1077,346,331,266,385,373,497,"CS100009","커피음료",4,5,241,147,94,0,36,53,84,47,21,28763,14250,14513,1110,4807,5558,6022,6101,5164
475,201804,"동일로241가길","CS100009","커피음료",12,0,0,0,0,0,8353236,36.5,63.5,0.6,42.6,34.8,11.5,8,2.4,3121289,5231947,52946,3214233,2986199,1170972,711329,217557,3,1210,603,607,151,216,179,170,218,276,"CS100009","커피음료",4,6,49,28,21,0,6,11,20,10,2,16830,8411,8419,980,2783,3125,3335,3394,3213
476,201804,"동일로242가길","CS100009","커피음료",162,100,100,100,100,0,49557521,47.5,52.5,3,32.4,24.9,20.9,13.5,5.4,25105489,24452032,828306,12526706,12594230,11597048,7782117,4229114,5,550,252,298,70,98,91,86,82,123,"CS100009","커피음료",2,4,182,63,119,0,27,44,56,40,15,56424,29782,26642,3300,12285,9836,10544,12240,8218
477,201804,"동일로242길","CS100009","커피음료",220,100,100,100,100,100,56612434,41.7,58.3,2.9,21,19.4,22.8,23.3,10.6,22317609,27915874,706815,7583590,8627511,11362431,15467076,6486066,8,937,463,474,156,134,144,112,163,228,"CS100009","커피음료",6,12,160,70,90,0,15,26,55,43,21,46318,23585,22733,2909,7173,7446,9184,10756,8850
478,201804,"동일로242다길","CS100009","커피음료",40,0,0,0,0,0,7383905,33.7,66.3,0.6,24.4,16.7,29.9,22.2,6.1,2179686,4775000,50000,1343056,1173362,2107233,1830094,450942,1,530,270,260,76,79,53,88,94,140,"CS100009","커피음료",1,1,92,27,65,0,11,21,33,20,7,14194,7388,6806,978,2782,2358,2721,3124,2231
479,201804,"동일로243길","CS100009","커피음료",135,100,50,50,50,50,50935939,43.9,56.1,5.5,36.4,25.2,18.5,10.9,3.4,21407599,25441792,1910274,16773524,12083912,8775212,5385486,1920985,4,57,32,25,4,11,12,10,11,9,"CS100009","커피음료",1,4,122,56,66,2,16,33,35,30,6,22597,11111,11486,1654,3822,4211,4162,4182,4567
480,201804,"동일로72길","CS100009","커피음료",35,100,100,100,0,0,22661268,36.6,63.4,4,24.4,31.6,21,15.2,3.8,7654930,13445775,942254,4600000,5736620,4861268,3530282,1430282,2,2328,1127,1201,358,355,374,424,392,425,"CS100009","커피음료",3,4,162,89,73,1,18,52,42,33,16,21133,10018,11116,1006,3903,4150,4358,4880,2836
483,201804,"동일로99길","CS100009","커피음료",64.5,50,50,0,0,0,20557067,37.8,62.2,1.9,23.9,37.6,24.8,9,2.6,7383972,11628470,186844,3659190,7182651,5236440,2053975,693343,5,2633,1339,1294,440,333,390,475,440,555,"CS100009","커피음료",5,6,254,110,144,0,26,62,59,76,31,49273,25157,24116,4108,8516,8772,9601,9854,8423
484,201804,"동작대로7길","CS100009","커피음료",104,0,0,0,0,0,66478191,40.7,59.3,1.8,38.8,33.5,12,9.6,4.4,25173385,33979763,944822,20807201,19439163,7712213,6866547,3383203,7,1545,751,794,92,361,324,179,247,342,"CS100009","커피음료",8,10,153,60,93,1,28,27,36,32,29,72759,39081,33678,2023,22317,15654,9659,12231,10876
485,201804,"동호로11길","CS100009","커피음료",84,100,100,100,100,100,118765385,42,58,4.5,41.6,25.2,14,9.8,4.9,44522331,64106517,4083167,41910152,28565648,17033369,11729310,5307205,5,1988,952,1036,243,311,304,348,274,508,"CS100009","커피음료",5,7,1190,643,547,12,359,356,247,143,73,107389,54998,52391,6334,27892,22460,17229,16876,16597
486,201804,"동호로14길","CS100009","커피음료",50,0,0,0,0,0,43786227,44.4,55.6,1.1,44.9,34.3,14.5,3.9,1.4,18182613,21203321,370073,14700386,14813139,7243212,1553284,705839,2,735,328,407,92,140,185,106,91,121,"CS100009","커피음료",2,2,2459,974,1485,49,1070,478,347,344,171,124224,62299,61925,8383,36985,26888,19349,17761,14860
487,201804,"동호로15길","CS100009","커피음료",106,0,0,0,0,0,23019203,45.1,54.9,2.4,35.5,26.9,17.3,12.8,5.1,9182201,10460025,364018,6129502,5362175,3693782,3042717,1050033,1,2361,1104,1257,290,324,336,425,351,635,"CS100009","커피음료",2,3,3560,1897,1663,167,1701,823,427,222,220,57187,29466,27721,3007,16787,12851,9016,8342,7183
488,201804,"동호로25길","CS100009","커피음료",245,100,100,100,100,100,122296957,48.7,51.3,9.1,62.3,8.7,8.9,9.3,1.6,61718509,60578448,11685138,69765018,12430872,13214920,12694019,2506990,6,1408,756,652,169,438,249,169,164,219,"CS100009","커피음료",5,6,221,89,132,0,55,103,33,20,10,74496,38738,35758,15347,35443,8243,7150,4969,3345
490,201804,"두산로13길","CS100009","커피음료",8,0,0,0,0,0,3715217,31.3,68.7,0,36.6,38.9,18.3,5.4,0.7,1120290,2373913,0,1305797,1236232,703623,230435,18116,1,256,161,95,16,48,62,41,45,44,"CS100009","커피음료",2,2,535,448,87,0,109,171,131,103,21,2292,1419,873,1,749,642,384,376,140
491,201804,"두산로5길","CS100009","커피음료",1,0,0,0,0,0,7873563,57.3,42.7,0,22.5,49.5,12.3,14.6,1.1,3741379,2517241,0,1626437,3120690,632184,850575,28736,1,1347,799,548,105,305,436,195,131,175,"CS100009","커피음료",3,5,788,670,118,2,84,184,187,203,128,17740,10589,7151,88,5097,4304,3194,3168,1889
493,201804,"두텁바위로15길","CS100009","커피음료",62,0,0,0,0,0,4783333,57.3,42.7,0.9,28.2,50.4,11.1,9.3,0,1859524,1452381,19048,842857,1554762,457143,438095,0,1,342,178,164,56,43,38,68,56,81,"CS100009","커피음료",3,4,5,4,1,0,0,0,0,1,4,14086,8237,5849,2042,3074,3130,2684,1618,1538
494,201804,"두텁바위로58길","CS100009","커피음료",14,0,0,0,0,0,4055343,52.3,47.7,0,40.7,30.8,20,7.2,1.3,1885804,2169539,0,1415665,1098476,1094143,252165,194894,2,1830,889,941,255,265,303,315,272,420,"CS100009","커피음료",1,1,97,16,81,0,10,22,34,26,5,11283,5236,6047,458,3484,2929,1770,1862,780
495,201804,"둘레15길","CS100009","커피음료",64,0,0,0,0,0,25988742,48.8,51.2,3.9,39,28.5,15.5,9.8,3.3,11700404,11245471,668224,8096155,6838507,4040276,2584647,718067,2,872,467,405,110,116,147,143,168,188,"CS100009","커피음료",3,5,612,497,115,0,38,48,186,228,112,23930,12747,11183,720,4970,5024,4270,5872,3074
496,201804,"둘레길","CS100009","커피음료",45,0,0,0,0,0,11021379,58.8,41.2,0,38,29.7,17.7,10.8,3.7,4806165,3601780,0,2872985,2729348,1655024,859034,291552,2,5733,3002,2731,763,886,796,976,1162,1150,"CS100009","커피음료",4,4,952,705,247,1,86,130,283,310,142,57010,33012,23998,1309,11320,11021,10241,14215,8904
497,201804,"등촌로39길","CS100009","커피음료",162,100,100,66.67,66.67,33.33,86012389,47.8,52.2,4.2,33.4,25.6,19.5,12.7,4.7,36722809,44512726,2590903,24046407,22620608,16668177,11277420,4032019,7,3309,1685,1624,546,513,564,518,549,619,"CS100009","커피음료",5,9,407,193,214,4,72,86,113,85,47,40649,21085,19563,2622,8120,8085,7101,8804,5917
498,201804,"등촌로55길","CS100009","커피음료",70,0,0,0,0,0,38688088,44.8,55.2,3.3,38.5,25,14.8,11.8,6.6,16224186,19027411,1214636,11841701,8048979,6223237,4978505,2944543,3,2023,985,1038,282,366,582,282,244,267,"CS100009","커피음료",3,3,390,254,136,0,41,71,56,100,122,18267,8822,9445,101,4900,4783,3728,2987,1768
499,201804,"등촌로5가길","CS100009","커피음료",99,0,0,0,0,0,18509325,28.8,71.2,1.6,19.2,36,21.4,15.6,6.2,4161337,10376971,282194,2404284,4492479,3178550,2939158,1241645,3,3636,1723,1913,473,532,691,544,600,796,"CS100009","커피음료",3,4,186,78,108,3,29,39,51,44,20,24120,12236,11885,1135,4907,5682,4952,4362,3082
500,201804,"디지털로27길","CS100009","커피음료",48,100,100,66.67,66.67,33.33,23076959,43.1,56.9,1.8,32.7,33.9,17.6,11.8,2.3,8056676,11424313,202877,5883733,5973180,4149916,2692245,579042,5,3780,1895,1885,458,439,525,606,713,1039,"CS100009","커피음료",5,9,273,141,132,0,29,33,43,47,121,179789,103680,76109,2734,24364,37175,41970,42994,30553
502,201804,"디지털로32길","CS100009","커피음료",536,100,100,40,20,20,627893666,58.6,41.4,0.6,40.2,36.2,15.1,5.6,2.3,303878776,193175448,3228663,178587159,182023625,81302406,36543526,15368847,17,297,156,141,23,51,57,59,49,58,"CS100009","커피음료",11,37,16162,9510,6652,60,3772,6101,3913,1526,790,236895,138238,98656,4180,77660,69964,40192,27258,17640
503,201804,"디지털로32나길","CS100009","커피음료",120,0,0,0,0,0,481008887,58,42,0.7,46.6,32.3,11.5,6.1,2.8,258559943,175320559,3376457,181042633,142244811,59242209,33950490,14023904,6,1058,537,521,73,248,385,164,109,79,"CS100009","커피음료",3,8,543,284,259,1,99,101,124,112,106,113328,66257,47072,1993,37848,32065,18646,13119,9657
506,201804,"디지털로38길","CS100009","커피음료",52,0,0,0,0,0,9264108,52.5,47.5,0,24.7,38.8,16.7,14.9,4.9,3337422,3285815,0,1494906,2214921,1245172,1329256,338983,1,780,385,395,62,137,153,81,121,226,"CS100009","커피음료",0,1,779,296,483,4,89,205,341,109,31,54021,29956,24065,455,15559,13821,9055,8298,6833
509,201804,"디지털로54길","CS100009","커피음료",66,0,0,0,0,0,15782634,53.4,46.6,2.2,43.1,29.4,13.5,9.3,2.5,9433654,3727756,80000,2653943,2810106,5258078,2058351,300934,3,1250,602,648,166,130,157,200,228,369,"CS100009","커피음료",2,4,21,12,9,0,1,2,10,6,2,24953,12178,12775,26,4637,5167,5063,5840,4219
510,201804,"디지털로57길","CS100009","커피음료",6,0,0,0,0,0,3500800,68.4,31.6,0,26.3,26.3,42.1,5.3,0,692000,318400,0,242400,244000,472000,52000,0,1,1501,728,773,190,178,158,240,288,447,"CS100009","커피음료",1,2,51,22,29,0,14,9,12,9,7,54977,27987,26990,562,9628,10951,11861,12928,9046
513,201804,"뚝섬로27길","CS100009","커피음료",76,100,100,100,0,0,36851828,45.3,54.7,1.2,39,27.6,14.8,14.2,3.2,18074167,14971962,247239,8979673,6737699,6169591,9856015,1055913,6,3837,1911,1926,382,616,669,545,720,905,"CS100009","커피음료",6,8,469,254,215,2,61,90,141,113,62,166639,80016,86623,4484,46480,34125,28021,31835,21695
515,201804,"뚝섬로56길","CS100009","커피음료",159,50,50,0,0,0,30530349,47.3,52.7,2.9,20.7,28.2,32.7,10.8,4.6,12888288,15605660,694779,4363227,8492508,9432830,3739701,1770906,5,2461,1205,1256,471,348,420,433,360,429,"CS100009","커피음료",8,12,95,41,54,0,8,26,27,21,13,26982,13090,13892,2460,5065,5999,5257,4451,3751
518,201804,"마른내로12길","CS100009","커피음료",66,0,0,0,0,0,3200787,74.2,25.8,31.1,22.4,8.6,15.6,13.8,8.6,1535433,657480,433071,492126,188976,460630,401575,216535,2,431,219,212,21,115,123,55,57,60,"CS100009","커피음료",2,2,630,368,262,1,43,108,199,175,104,30830,17926,12904,1098,7763,6736,6016,5229,3988
519,201804,"마방로4길","CS100009","커피음료",502,100,60,60,60,20,304273959,43.1,56.9,0.9,30.5,36.1,17.6,9.7,5.1,110999969,134736162,1900035,67751613,87664420,46488391,27485536,14446138,12,2272,1139,1133,359,333,504,387,321,368,"CS100009","커피음료",8,17,3923,2649,1274,26,735,1150,1116,573,323,71210,41321,29889,3507,14930,18118,16068,10574,8013
522,201804,"마장로35길","CS100009","커피음료",13,0,0,0,0,0,10100862,52.6,47.4,3.1,28.3,36.9,19.8,7.3,4.6,4600702,3769023,138060,2180639,3014980,1874683,769030,392334,2,522,266,256,92,70,71,74,98,117,"CS100009","커피음료",2,2,541,330,211,2,66,120,166,151,36,9636,5576,4060,89,1878,2306,1903,2002,1457
523,201804,"마장로35나길","CS100009","커피음료",99,0,0,0,0,0,6142049,46.9,53.1,0.6,15.4,40.7,27.3,12.2,3.7,2666634,2321119,36916,735429,1839899,1479874,600633,295002,2,273,133,140,54,45,35,54,44,41,"CS100009","커피음료",2,2,425,314,111,0,47,92,137,105,44,8179,4571,3608,114,1950,1617,1577,1570,1350
525,201804,"마장로9길","CS100009","커피음료",226,0,0,0,0,0,4801943,53.2,46.8,1.2,38.2,33.6,12.6,9.9,4.5,2081413,1656072,22290,1582807,1200016,426263,406118,99991,2,1066,575,491,83,180,208,134,182,279,"CS100009","커피음료",4,4,451,298,153,0,64,111,118,124,34,71662,38000,33661,2582,15303,17650,12300,13067,10760
526,201804,"마천로51길","CS100009","커피음료",118,80,60,60,60,40,50352002,46.4,53.6,1.7,22.3,26.2,27.2,15.7,6.8,24036184,26315818,768230,9034136,12937050,15293371,8795902,3523313,4,4121,2093,2028,545,465,529,651,806,1125,"CS100009","커피음료",6,8,316,104,212,0,35,62,94,78,47,58500,28882,29618,2906,9649,9048,11070,13618,12209
527,201804,"마천로57길","CS100009","커피음료",87,100,100,100,100,100,14608774,35.8,64.2,1.8,17.1,37.7,27.2,10.3,5.8,4823950,8530648,163605,1969003,4735634,3694213,1921941,870203,3,1985,1019,966,304,227,292,344,321,497,"CS100009","커피음료",5,6,70,25,45,0,5,15,29,16,5,13246,7763,5482,335,2010,2046,2761,2736,3358
528,201804,"마천로7길","CS100009","커피음료",26,0,0,0,0,0,2847129,32.8,67.2,2.1,26.9,15.2,11.6,34.6,9.6,803982,1850554,30075,899276,254759,252905,877522,340000,3,1290,627,663,230,220,175,186,256,223,"CS100009","커피음료",2,3,36,18,18,0,9,5,10,9,3,11575,5417,6158,1107,1339,1931,2126,2602,2470
529,201804,"마포대로12길","CS100009","커피음료",93,100,100,100,100,100,94311016,46.4,53.6,0.9,28.4,38,18.9,9.8,4,35674938,38873084,645160,19530640,28783035,15281401,7813231,2494558,6,296,139,157,29,33,60,42,36,96,"CS100009","커피음료",7,14,171,52,119,0,40,50,44,26,11,11983,7278,4705,290,2321,2855,2799,2451,1268
530,201804,"마포대로14길","CS100009","커피음료",156,0,0,0,0,0,70573053,68.7,31.3,5.3,45.7,26.8,13,7.5,1.9,40613298,19197775,2081726,25407429,17335663,8549866,5316936,1119455,8,896,447,449,101,123,173,168,128,203,"CS100009","커피음료",10,14,928,445,483,12,190,257,267,151,51,46943,26867,20077,1098,10493,11141,9729,8646,5836
531,201804,"마포대로16길","CS100009","커피음료",6,100,100,100,100,66.67,21212278,51.9,48.1,3.2,30.6,24.5,22.7,13.4,5.6,8030646,7681659,358490,4717225,3701349,3426093,2490664,1018484,2,633,328,305,81,93,95,106,101,157,"CS100009","커피음료",2,3,132,70,62,0,30,33,28,25,16,43463,22739,20724,2220,10235,11641,8207,6618,4542
533,201804,"마포대로4길","CS100009","커피음료",216,50,50,0,0,0,79080637,39.5,60.5,4.5,28.8,24.6,28.2,10.6,3.3,23384963,34634942,1596937,14194658,14813078,17553410,6365985,3495840,4,851,413,438,120,130,158,133,123,187,"CS100009","커피음료",2,5,1780,959,821,1,220,431,438,467,223,61678,32713,28965,2674,13781,15345,13248,9498,7131
535,201804,"만리재로24길","CS100009","커피음료",0,0,0,0,0,0,1941964,32.3,67.7,0,50,29.3,8.9,11.8,0,552679,1275000,0,850893,669643,133929,173214,0,1,1636,822,814,214,245,251,281,305,340,"CS100009","커피음료",3,3,72,42,30,0,7,11,24,21,9,17769,9531,8238,1106,3539,4113,3644,3365,2002
536,201804,"만리재로35길","CS100009","커피음료",24,0,0,0,0,0,13960131,37.3,62.7,0,31.2,45.1,13.8,8.8,1.1,4953832,7301337,0,3283274,6076203,1635205,1076619,183868,3,996,528,468,132,101,158,150,164,291,"CS100009","커피음료",4,6,90,55,35,0,17,17,24,18,14,31246,17741,13505,692,5884,7620,6564,6435,4051
537,201804,"만리재옛길","CS100009","커피음료",177,100,100,100,100,100,30502033,51.6,48.4,1.2,31.3,33.8,21.1,9.2,3.4,12364035,12460891,243477,6740437,8579575,5891867,2628238,741335,5,4048,1947,2101,423,570,612,690,670,1083,"CS100009","커피음료",10,17,2407,1013,1394,22,699,698,577,277,134,149737,76326,73411,7729,32214,34152,29053,27592,18996
538,201804,"망우로10길","CS100009","커피음료",15,0,0,0,0,0,9776470,41.2,58.8,2.8,42.5,29.8,21.3,2.4,1.2,3763384,6013086,207538,3478439,2790578,2681126,496189,122600,3,1238,628,610,160,370,202,134,137,235,"CS100009","커피음료",3,3,33,24,9,1,1,11,8,4,8,38512,21510,17001,3641,17468,5812,4062,4123,3405
539,201804,"망우로14길","CS100009","커피음료",36,100,0,0,0,0,259630,43.5,56.5,0,89.1,10.9,0,0,0,75371,135741,0,183334,27778,0,0,0,1,2028,1048,980,214,470,305,281,289,469,"CS100009","커피음료",5,6,76,31,45,0,20,17,18,16,5,58141,32528,25613,7049,26206,7245,5614,6568,5459
540,201804,"망우로16길","CS100009","커피음료",17,100,0,0,0,0,8882878,36.4,63.6,8.4,62.4,8.2,10.4,6.3,4.3,3146117,5736761,636640,5439702,756131,961474,645953,442978,2,1923,1007,916,218,671,285,213,223,313,"CS100009","커피음료",2,2,140,48,92,3,24,29,36,27,21,105454,56690,48764,10736,42802,13890,12129,14029,11868
541,201804,"망우로18다길","CS100009","커피음료",55,100,100,100,0,0,58602241,56.7,43.3,5.1,75.8,7.4,3.4,7.2,1,32006152,26596089,3175144,43527340,5002668,2310674,4098166,488249,2,970,504,466,82,352,115,102,115,204,"CS100009","커피음료",2,3,5,3,2,0,1,3,0,0,1,28657,16275,12382,4552,13978,2856,2321,2909,2042
544,201804,"망우로32길","CS100009","커피음료",175,0,0,0,0,0,48644975,44.6,55.4,3,42.8,27.4,17,8,1.7,21964286,26680689,1236160,20618287,13276272,8760029,3755525,998702,4,136,65,71,8,45,32,16,16,19,"CS100009","커피음료",1,4,92,32,60,1,24,20,12,20,15,29289,15490,13799,1757,8915,5221,4551,5022,3822
549,201804,"매봉길","CS100009","커피음료",142.5,50,50,50,50,50,56656321,49,51,0.8,22.9,39.1,22,9.4,5.8,25290366,24930986,269048,10245813,19492748,12266135,4795452,3152158,5,5529,2658,2871,883,747,1451,861,808,779,"CS100009","커피음료",5,8,46,24,22,1,12,10,8,10,5,22876,10345,12531,888,4147,6003,4380,3602,3856
551,201804,"면목로27길","CS100009","커피음료",130,100,100,100,100,100,24987356,38.6,61.4,4.2,27.6,34,23.5,7.5,3.3,9445897,15541459,733780,5896050,8608851,6236847,2513241,998587,4,2080,1061,1019,306,304,289,354,381,446,"CS100009","커피음료",2,7,147,68,79,0,16,31,48,34,18,50389,25778,24611,2547,8963,11187,9168,10079,8445
552,201804,"면목로33길","CS100009","커피음료",168.5,50,50,50,50,50,28124680,39.2,60.8,4.2,27.8,34.2,22.2,8.5,3,10693999,17430681,864141,6709492,9624474,6568719,3358014,999840,7,7624,3806,3818,1170,1070,1114,1306,1345,1619,"CS100009","커피음료",6,12,207,105,102,0,14,34,59,68,32,163707,82657,81050,9158,28559,35734,29692,33081,27482
553,201804,"면목로35길","CS100009","커피음료",101,0,0,0,0,0,6152143,34.6,65.4,2.9,32.8,28.7,25.8,7.9,2,2429570,3722573,181643,1857950,1830518,1697066,516015,68951,1,1237,621,616,162,148,173,212,207,335,"CS100009","커피음료",3,4,44,18,26,0,12,6,13,8,5,19456,9755,9701,589,3634,3903,3756,3862,3712
555,201804,"면목로48길","CS100009","커피음료",151,0,0,0,0,0,56132036,45.6,54.4,1.8,36.6,29.2,17.6,10.8,4,23629730,32502306,921845,18729915,14566761,10038990,8661188,3213337,6,4809,2308,2501,574,805,773,741,841,1075,"CS100009","커피음료",4,7,150,66,84,0,21,40,42,35,12,90084,46735,43349,6318,23841,16516,13853,17044,12513
556,201804,"면목로54길","CS100009","커피음료",26,100,0,0,0,0,2740741,87.8,12.2,0,0,0,0,87.8,12.2,2246914,493827,0,0,0,0,2530864,209877,1,3907,1926,1981,478,619,585,631,737,857,"CS100009","커피음료",1,1,144,67,77,0,12,36,42,39,15,71089,35762,35327,4628,17116,13349,11386,14490,10120
558,201804,"면목로74길","CS100009","커피음료",74,0,0,0,0,0,36445236,41.4,58.6,4.2,41.8,27,14.8,10.3,1.9,15259675,21185561,1335991,14021913,9586000,6324500,4182530,994302,2,429,218,211,26,59,64,62,83,135,"CS100009","커피음료",0,2,83,29,54,0,13,10,27,26,7,36258,17495,18764,2362,7289,7152,6016,7445,5995
561,201804,"면목로91길","CS100009","커피음료",124,0,0,0,0,0,8824324,66.2,33.8,0,21.5,21.5,25.9,20.1,10.9,6139639,2684685,0,1513514,2090090,2518017,1810811,891892,1,1645,776,869,138,338,332,207,271,359,"CS100009","커피음료",1,2,141,51,90,0,29,28,35,28,21,53768,28637,25131,941,13214,11085,8495,10553,9481
562,201804,"면목로92길","CS100009","커피음료",54,0,0,0,0,0,21683624,45.1,54.9,0.6,39.5,35.5,16.8,5.7,1.8,7359616,7056771,92000,5016149,4685087,2859138,1248188,515826,4,848,424,424,82,138,186,112,138,192,"CS100009","커피음료",6,6,462,139,323,1,24,62,268,96,11,86741,45311,41430,2370,21521,18003,14008,17216,13623
563,201804,"면목천로23길","CS100009","커피음료",98,0,0,0,0,0,12588180,48.9,51.1,0.7,29.9,36.1,17,13.9,2.4,5683735,5506901,55911,3359843,3558145,2005469,1865371,345899,2,4107,2120,1987,512,608,621,639,780,947,"CS100009","커피음료",2,2,355,245,110,1,24,41,80,120,89,10244,5161,5083,243,2113,2162,1692,2307,1726
