"상권코드","기준년월코드","상권코드명","서비스업종코드.x","서비스업종코드명.x","평균영업개월수","X1년이하생존율","X1.2년생존율","X2.3년생존율","X3.5년생존율","X5년이상생존율","당월매출금액","남성매출비율","여성매출비율","연령대10매출비율","연령대20매출비율","연령대30매출비율","연령대40매출비율","연령대50매출비율","연령대60이상매출비율","남성매출금액","여성매출금액","연령대10매출금액","연령대20매출금액","연령대30매출금액","연령대40매출금액","연령대50매출금액","연령대60이상매출금액","점포수.x","총상주인구수","남성상주인구수","여성상주인구수","연령대10상주인구수","연령대20상주인구수","연령대30상주인구수","연령대40상주인구수","연령대50상주인구수","연령대60이상상주인구수","서비스업종코드.y","서비스업종코드명.y","점포수.y","유사업종점포수","총직장인구수","남성직장인구수","여성직장인구수","연령대10직장인구수","연령대20직장인구수","연령대30직장인구수","연령대40직장인구수","연령대50직장인구수","연령대60이상직장인구수","총유동인구수","남성유동인구수","여성유동인구수","연령대10유동인구수","연령대20유동인구수","연령대30유동인구수","연령대40유동인구수","연령대50유동인구수","연령대60이상유동인구수"
1537,201803,"토정로37길","CS100009","커피음료",34,0,0,0,0,0,17289077,29,71,1.3,37.3,38.9,19.5,2.6,0.5,4604846,9654231,180769,4646615,5583154,3188692,567538,92308,1,44,24,20,5,9,7,8,12,3,"CS100009","커피음료",3,4,1676,857,819,6,328,413,400,251,278,44268,22857,21412,1961,8238,12196,10344,6862,4667
1538,201803,"통일로12길","CS100009","커피음료",44.5,100,100,100,100,100,24112500,49,51,0.7,19.3,20,27.3,16.3,16.3,11136765,11261765,131618,3145588,3586765,6011029,4872794,4650735,2,1814,847,967,259,268,233,344,253,457,"CS100009","커피음료",3,3,110,64,46,1,14,19,24,26,26,83783,40850,42934,6825,14727,14331,17138,14871,15891
1539,201803,"통일로14길","CS100009","커피음료",108,0,0,0,0,0,40591230,43.9,56.1,1.8,33.2,22.7,23.9,11.9,6.5,14411527,21326929,567581,10981057,7719610,8688558,5366796,2414856,3,421,196,225,39,30,40,48,69,195,"CS100009","커피음료",2,3,440,113,327,0,119,135,103,47,36,30324,13991,16333,3086,4567,5948,5230,5417,6077
1540,201803,"통일로25길","CS100009","커피음료",102,0,0,0,0,0,31261304,54.3,45.7,4.3,35.3,24.9,21.5,10.5,3.4,15427719,14228732,809526,8650767,7649346,7290478,4077014,1179321,3,655,319,336,95,94,83,100,120,163,"CS100009","커피음료",2,2,92,33,59,0,25,18,23,15,11,7716,3762,3954,335,1478,1436,1485,1570,1411
1544,201803,"통일로37길","CS100009","커피음료",202,100,100,100,100,0,82577461,42.4,57.6,8.2,46,17,15.4,9.7,3.8,32399685,45394212,5604355,33655990,13686383,12705373,8231926,3909874,7,990,446,544,81,112,110,154,200,333,"CS100009","커피음료",6,8,366,118,248,0,77,102,102,54,31,22215,10114,12101,1822,5182,4069,3504,3952,3686
1545,201803,"통일로39가길","CS100009","커피음료",67.5,100,50,0,0,0,32245261,35.4,64.6,4.2,45.6,16.2,16.4,12.9,4.8,11725688,20519573,1275518,13258057,5708285,5731812,4424419,1847170,5,818,387,431,85,129,92,113,165,234,"CS100009","커피음료",5,6,217,106,111,0,12,22,47,71,65,92240,42656,49584,6272,20091,14803,15855,18011,17208
1546,201803,"통일로40길","CS100009","커피음료",7,0,0,0,0,0,6544955,35.6,64.4,1.3,20.2,17.5,30.9,23.2,6.8,1888972,3922327,62500,1127072,982726,1806374,1364985,467643,2,289,143,146,31,37,29,46,51,95,"CS100009","커피음료",2,2,114,32,82,0,7,13,23,26,45,31249,14451,16798,2197,6833,4854,5361,6138,5866
1548,201803,"통일로63길","CS100009","커피음료",50,0,0,0,0,0,11637531,47.4,52.6,1.4,38.4,25.6,19,11.6,4,5136224,5487804,115569,3223614,2735061,2234658,1664011,651118,2,1582,737,845,179,223,256,237,267,420,"CS100009","커피음료",2,2,86,25,61,0,5,11,34,20,16,65229,31999,33230,2556,14464,10476,11382,14209,12142
1549,201803,"통일로66길","CS100009","커피음료",26,0,0,0,0,0,4168402,72.7,27.3,0,22.1,25.3,27.2,11.6,13.7,2562874,988761,0,823353,937126,928881,350299,511976,2,322,154,168,28,64,85,41,46,58,"CS100009","커피음료",2,2,13,2,11,0,0,4,0,7,2,11407,5474,5933,426,2202,1999,2040,2314,2427
1550,201803,"통일로67길","CS100009","커피음료",107,0,0,0,0,0,84699876,47.1,52.9,3.3,47,22.7,14.7,8.9,3.4,37031822,42923698,2537923,33403090,18236212,13175771,8075942,4526583,4,1043,458,585,100,224,265,154,111,189,"CS100009","커피음료",3,3,171,58,113,2,27,37,46,32,27,166855,78631,88224,9948,38377,29840,29253,30890,28547
1551,201803,"통일로68길","CS100009","커피음료",37,0,0,0,0,0,42070691,36.6,63.4,2.6,27.4,25.6,25.6,13.7,4.9,15148833,26921858,1096120,10266728,10719542,12023503,5942143,2022655,3,1554,762,792,183,217,212,246,255,441,"CS100009","커피음료",1,2,190,89,101,3,24,56,55,30,22,36704,16618,20086,1669,7746,6855,6368,7445,6621
1552,201803,"통일로69길","CS100009","커피음료",34,66.67,66.67,66.67,0,0,3981251,29.2,70.8,0.5,21.8,50.4,16.4,5.7,5.3,1151338,2829913,12192,830060,2021485,668955,218443,230116,2,2277,1079,1198,310,304,350,364,377,572,"CS100009","커피음료",3,3,69,27,42,0,2,10,32,13,12,35960,16017,19944,1348,7781,6966,6729,7488,5649
1553,201803,"통일로71길","CS100009","커피음료",60,100,100,100,0,0,15106667,69,31,6.3,19.7,28.5,29.4,11.4,4.7,12734527,2372140,261943,1448962,2045400,8818673,1226010,1305679,2,1665,796,869,242,230,250,284,282,377,"CS100009","커피음료",1,1,52,23,29,0,4,11,17,12,8,62621,25611,37010,5533,12072,11348,11754,12178,9736
1554,201803,"통일로73길","CS100009","커피음료",137,0,0,0,0,0,11755398,46.6,53.4,4.2,25.8,23.1,26.8,11.5,8.6,3890183,4689390,318079,2028423,1398049,2030812,965622,1838588,3,1965,906,1059,266,300,293,299,324,483,"CS100009","커피음료",7,7,207,97,110,0,19,21,51,57,59,30403,13706,16697,3145,5832,5721,5328,5157,5219
1555,201803,"통일로77길","CS100009","커피음료",30,0,0,0,0,0,16751824,42.7,57.3,2.9,30.9,27.6,20.3,15.4,2.9,7407313,9344511,374505,4816408,4467088,3504833,2858502,730488,2,1456,678,778,163,317,294,199,196,287,"CS100009","커피음료",1,2,82,40,42,1,12,25,24,10,10,48221,23701,24520,4649,15023,8879,7679,6449,5541
1556,201803,"통일로78길","CS100009","커피음료",184,100,100,100,100,100,27707822,42.7,57.3,0.8,23.1,28.9,24.4,14.3,8.5,11336814,14892907,180189,5040587,7140424,6701839,4447530,2719154,6,3218,1570,1648,412,454,510,524,523,795,"CS100009","커피음료",4,7,400,131,269,6,81,88,86,88,51,65621,32676,32945,5709,17594,11337,10980,10476,9524
1557,201803,"통일로83길","CS100009","커피음료",177,0,0,0,0,0,99161358,40.7,59.3,2.5,35.7,26.4,19.9,11.3,4.2,35690152,63471206,1744843,37427658,22209065,21801064,12033132,3945596,9,1678,808,870,207,265,320,247,262,377,"CS100009","커피음료",8,12,404,205,199,4,44,108,116,79,53,68373,30975,37398,9745,20155,11898,11708,7867,7000
1558,201803,"통일로85길","CS100009","커피음료",94,0,0,0,0,0,16731747,45.9,54.1,0.3,33.8,24.8,22.7,12.9,5.4,6817753,9913994,23174,4452013,3768489,4449003,3093877,945191,2,1492,726,766,178,261,285,213,225,330,"CS100009","커피음료",2,3,234,108,126,4,19,52,69,59,31,43233,20932,22301,4174,11234,8195,8321,5858,5451
1559,201803,"통일로87길","CS100009","커피음료",100,0,0,0,0,0,9690516,41.2,58.8,3.7,37.7,31.6,12,12.1,2.9,3508273,6182243,414242,2816104,3130366,1821928,1331945,175931,4,1429,682,747,179,235,242,248,210,315,"CS100009","커피음료",5,5,274,156,118,2,25,43,70,87,47,60312,30687,29624,4443,15026,12068,11261,8890,8623
1561,201803,"통일로92길","CS100009","커피음료",78,0,0,0,0,0,32499787,37.7,62.3,2,24.5,25.5,28,12.5,7.5,11162883,18970061,523793,6406636,7361005,8739496,4411778,2690236,5,9877,4877,5000,1284,1367,1394,1572,1724,2536,"CS100009","커피음료",4,5,300,68,232,1,38,52,104,72,33,148745,76805,71940,16110,27501,27098,26567,26683,24787
1563,201803,"퇴계로10길","CS100009","커피음료",112,0,0,0,0,0,19306998,32.6,67.4,5,18.3,43.9,26.6,4,2.3,7086618,10440705,932520,4228340,7648263,3287287,985385,445528,2,294,149,145,38,26,51,37,37,105,"CS100009","커피음료",2,3,98,45,53,0,13,24,17,23,21,38342,18730,19612,1348,6704,9756,8376,6573,5586
1564,201803,"퇴계로20길","CS100009","커피음료",137,100,0,0,0,0,82257596,7.4,92.6,43.1,32.5,6.2,10.8,6.3,1.1,9107468,73150128,31504790,25755752,8109537,9933000,5981632,972885,5,52,26,26,5,7,7,5,8,20,"CS100009","커피음료",5,5,7762,2741,5021,36,2888,3323,1150,280,85,10627,3908,6718,2582,2673,1872,1467,1191,842
1565,201803,"퇴계로28길","CS100009","커피음료",2,0,0,0,0,0,13247965,34.8,65.2,0,17.7,16.3,32.6,30.5,2.8,4039823,5476991,0,1404425,2054867,2964602,2553097,539823,1,80,48,32,8,8,8,13,13,30,"CS100009","커피음료",1,1,696,347,349,1,243,149,139,112,52,16422,9829,6593,761,4055,3910,3768,2457,1471
1566,201803,"퇴계로32길","CS100009","커피음료",59,0,0,0,0,0,36235724,40.7,59.3,5.1,34.7,28.9,15.1,11.4,4.9,12923494,17590889,1136923,8879561,10171911,4640453,3616791,2068746,2,171,79,92,14,20,16,30,32,59,"CS100009","커피음료",1,2,186,95,91,0,20,50,53,36,27,4867,2853,2013,271,1290,1082,1029,705,489
1567,201803,"퇴계로46길","CS100009","커피음료",60,100,100,100,0,0,30141009,35.5,64.5,1.6,33,36.7,19.2,6.1,3.3,9722563,17159252,434167,7501460,10465508,5520346,2098598,861736,3,102,56,46,8,16,20,11,18,29,"CS100009","커피음료",3,4,284,198,86,0,23,75,75,67,44,105906,53372,52534,12170,43607,21662,13427,8488,6552
1568,201803,"퇴계로4길","CS100009","커피음료",127.5,0,0,0,0,0,56109084,36.3,63.7,9,22.4,30.5,24.6,10.7,2.8,20234035,26143403,3573336,10674006,12533462,10976973,7071945,1547717,5,1510,792,718,98,116,166,196,245,689,"CS100009","커피음료",8,10,1044,435,609,9,214,305,233,165,118,92507,45924,46584,1775,14779,22384,20407,18042,15121
1569,201803,"퇴계로53길","CS100009","커피음료",79,0,0,0,0,0,93396828,30.7,69.3,0.9,32,30.6,29.4,6.2,0.8,26492649,50575735,511274,22253608,25734993,23143687,4773848,650978,6,385,202,183,7,14,37,50,89,188,"CS100009","커피음료",6,7,591,242,349,8,373,111,48,32,19,7996,4681,3315,42,2522,2453,1424,984,572
1570,201803,"퇴계로56길","CS100009","커피음료",10,0,0,0,0,0,7122173,42.8,57.2,0,38.1,37.3,13.9,10.4,0.4,2636604,3690595,0,2085716,2581148,1111398,482412,66526,1,959,494,465,94,134,129,147,160,295,"CS100009","커피음료",3,3,204,133,71,0,18,44,54,52,36,35679,19089,16590,1332,11075,8519,5439,5608,3705
1571,201803,"퇴계로74길","CS100009","커피음료",48,0,0,0,0,0,9036466,48.4,51.6,0.9,25.4,32.1,12.7,27,1.9,2949875,2998621,30702,1126316,1954637,1108396,1652005,76442,2,244,134,110,18,22,22,44,56,82,"CS100009","커피음료",2,2,209,76,133,0,37,39,47,56,30,70963,36851,34112,2349,19805,18944,12273,10594,6999
1572,201803,"퇴계로76길","CS100009","커피음료",311,100,100,100,100,100,54698784,45.2,54.8,2.1,34.6,31,17.7,11.4,3.1,22299522,26610116,750815,15231487,15045136,9856316,6469425,1556460,7,1311,719,592,89,201,162,204,282,373,"CS100009","커피음료",3,4,425,172,253,2,83,76,101,104,59,156714,83012,73702,4964,44186,40281,30254,23459,13570
1573,201803,"퇴계로83길","CS100009","커피음료",4,0,0,0,0,0,11962185,55.6,44.4,4.8,46.2,25.5,11.8,9.4,2.1,6254622,4621008,417647,4741176,2987395,1273950,766387,689076,1,880,488,392,79,102,120,116,139,324,"CS100009","커피음료",1,1,131,98,33,1,10,42,36,29,13,112719,59520,53199,2286,23600,20967,20663,23138,22066
1574,201803,"퇴계로87길","CS100009","커피음료",34,100,100,100,100,100,33497688,34.2,65.8,4.8,38,31.4,13.3,7.2,5.4,11735360,19063007,1168100,9330007,7633898,4696096,3680971,4289297,4,3417,1757,1660,306,530,588,500,580,913,"CS100009","커피음료",8,9,1333,830,503,5,261,326,266,282,193,222626,115270,107356,10345,47003,40518,37846,46446,40468
1575,201803,"퇴계로88길","CS100009","커피음료",16,100,100,100,100,0,6398696,61.2,38.8,3,41.1,23.3,13.2,13,6.4,3197609,2711957,326087,1818696,1523478,870000,899130,472174,2,1510,777,733,172,227,186,248,290,387,"CS100009","커피음료",4,4,2296,994,1302,14,590,967,528,119,78,84493,44279,40215,9119,16843,15353,13885,16074,13219
1576,201803,"퇴계로8길","CS100009","커피음료",223.5,0,0,0,0,0,130644606,41.2,58.8,5.4,27.2,32.5,22.6,10.1,2.2,45996341,56347250,3956263,31636603,32941828,19698849,11886825,2223229,10,2636,1336,1300,220,243,311,398,422,1042,"CS100009","커피음료",13,16,16634,7852,8782,67,2239,5772,5303,3002,251,158912,78534,80378,5268,27016,37966,34694,29358,24610
1577,201803,"퇴계로90길","CS100009","커피음료",45,66.67,66.67,66.67,33.33,0,12166072,52.5,47.5,4.1,42.4,27.3,17.1,6.2,2.9,5202254,5747913,542064,4277889,3010193,1884807,922838,312376,3,2964,1468,1496,366,469,409,518,539,663,"CS100009","커피음료",3,3,508,189,319,1,78,134,121,114,60,37648,19357,18290,4198,8620,7844,5831,6209,4946
1578,201803,"팔판길","CS100009","커피음료",119,100,100,100,100,0,26486993,38.2,61.8,0.5,42.4,24.2,16.4,12.9,3.5,8929352,13964577,114859,9719968,5727225,3487075,2993747,851056,6,354,164,190,45,43,47,43,64,112,"CS100009","커피음료",11,11,95,48,47,0,10,20,24,30,11,5156,2358,2798,54,1638,1319,978,875,292
1579,201803,"평창11길","CS100009","커피음료",34,100,33.33,0,0,0,26255455,38.8,61.2,8.2,22.9,19.6,29.4,15.4,4.4,10065997,13559911,1187621,4346155,5686005,7235384,4186758,983986,2,2409,1133,1276,371,380,286,383,426,563,"CS100009","커피음료",2,2,397,188,209,1,43,86,74,105,88,13702,4580,9122,4121,1243,1334,2648,2414,1942
1580,201803,"평창길","CS100009","커피음료",32,100,50,0,0,0,25576391,30.6,69.4,7,25.8,23.7,17.5,17.8,8.2,7732590,15008845,825978,4335708,5658586,4159903,4657189,3104073,4,3485,1689,1796,510,468,426,548,611,922,"CS100009","커피음료",4,4,506,236,270,0,50,117,105,119,115,10325,4228,6097,1924,2187,1234,1966,1629,1386
1582,201803,"포방터길","CS100009","커피음료",94,100,100,100,100,100,10978205,44.8,55.2,0,20.4,22.1,28.4,23.8,5.4,2677206,3448179,0,863077,1819725,1376768,1574073,491742,2,2092,1020,1072,252,293,248,313,382,604,"CS100009","커피음료",3,3,42,20,22,0,3,10,13,7,9,30051,15028,15023,3355,6267,4488,5517,5414,5010
1583,201803,"풍성로25길","CS100009","커피음료",83,50,50,50,50,50,9854347,53.2,46.8,5.5,24.4,26.4,19,16.8,7.9,5265081,4589266,405782,2212366,2380775,2081337,1714915,1059172,2,857,438,419,99,117,132,114,179,216,"CS100009","커피음료",2,2,30,16,14,0,5,3,7,7,8,30237,14904,15334,1091,5925,5171,5184,6727,6139
1584,201803,"풍성로37가길","CS100009","커피음료",150,50,50,50,50,50,8527826,51.5,48.5,0.6,17.1,49.4,20,10.6,2.3,3821509,3755233,36497,1262822,3679480,1512555,860293,225095,3,2545,1297,1248,302,355,438,427,485,538,"CS100009","커피음료",3,3,135,29,106,0,23,32,25,31,24,38898,17519,21379,1108,6942,8835,6573,7835,7605
1585,201803,"풍성로54길","CS100009","커피음료",25,0,0,0,0,0,10589607,46.3,53.7,0.5,10,26.9,39.8,15.2,7.6,4758221,5831386,47324,919080,2728907,4426844,1808916,658536,2,1904,937,967,303,282,310,295,333,381,"CS100009","커피음료",2,2,77,29,48,2,8,14,30,16,7,28761,15328,13433,2744,5682,4917,4913,5892,4613
1586,201803,"필운대로1길","CS100009","커피음료",228,100,100,100,100,100,46269513,15.5,84.5,28.4,33.6,9.5,17.7,9.3,1.5,9931976,36337537,10076048,13522965,6493175,9766049,5405735,1005541,7,703,334,369,125,87,83,148,104,156,"CS100009","커피음료",8,10,470,174,296,0,46,138,149,79,58,21725,9209,12516,3507,4574,3949,4187,3070,2438
1587,201803,"필운대로5가길","CS100009","커피음료",82,66.67,33.33,33.33,33.33,0,33187769,18.7,81.3,1.7,42,30.4,15,9.1,1.8,7014284,23294702,399970,8666092,11387965,5647933,1812257,2394769,3,844,385,459,142,107,137,153,125,180,"CS100009","커피음료",5,5,52,21,31,0,11,19,13,9,0,54486,18816,35670,11321,14136,10358,8129,6447,4093
1588,201803,"필운대로6길","CS100009","커피음료",183.5,100,100,100,100,100,29346340,46.1,53.9,0.6,21.6,28.6,30.8,15.4,3,12305692,13821708,183486,5191988,7126197,7899494,4673312,1052928,6,715,361,354,108,89,88,125,103,202,"CS100009","커피음료",9,9,588,256,332,3,192,222,100,40,31,26905,10464,16441,4319,6879,5789,4440,3459,2020
1589,201803,"필운대로7길","CS100009","커피음료",53,100,100,100,100,100,11413849,39.8,60.2,2.7,38.8,33.7,16.5,7.2,1.1,3273678,6694992,303268,3987485,3781215,1245398,557755,93548,2,904,401,503,161,103,148,160,131,201,"CS100009","커피음료",8,9,13,8,5,0,1,2,9,0,1,20082,7654,12428,3341,5316,4273,3378,2526,1249
1591,201803,"학동로20길","CS100009","커피음료",71.5,100,0,0,0,0,10004028,45.1,54.9,0.5,47.8,28.8,15.5,5.9,1.5,3109549,4587447,174299,3646035,2124748,1213282,445921,92711,4,2013,937,1076,139,317,472,442,292,351,"CS100009","커피음료",5,5,521,307,214,4,120,148,146,61,42,23137,12145,10992,641,8685,6958,3282,2321,1251
1593,201803,"한강대로104마길","CS100009","커피음료",41,0,0,0,0,0,2876336,68.9,31.1,0,9.4,15.6,25,43.9,6.1,942748,403817,0,103817,206870,360305,593893,81679,1,968,573,395,80,128,116,160,209,275,"CS100009","커피음료",1,1,23,10,13,0,2,5,4,7,5,24311,13814,10497,515,5720,6269,4859,4167,2782
1594,201803,"한강대로10길","CS100009","커피음료",19,0,0,0,0,0,4500370,60.6,39.4,0,17.1,31.5,34,11.8,5.5,1509422,1593658,0,668165,1088147,814748,374631,157389,2,271,138,133,37,43,42,30,50,69,"CS100009","커피음료",5,6,78,30,48,0,12,23,19,17,7,5930,3481,2449,502,1148,1250,1180,1046,805
1595,201803,"한강대로15길","CS100009","커피음료",192,0,0,0,0,0,29920462,49.6,50.4,0.2,35.7,35.9,12.8,12.4,3,12683382,11159295,59712,8339671,7545561,2874254,3945733,1077743,3,445,237,208,34,48,76,71,74,142,"CS100009","커피음료",3,3,861,464,397,4,140,197,183,193,144,10944,6757,4186,234,2312,2417,2407,1919,1653
1596,201803,"한강대로21길","CS100009","커피음료",189,0,0,0,0,0,17595282,50.3,49.7,0,36.8,31.9,11.7,15.3,4.3,7612878,6383036,0,4685714,3741964,1678571,3070913,818750,2,162,94,68,16,18,29,23,27,49,"CS100009","커피음료",2,2,384,186,198,0,36,52,57,136,103,10011,6583,3428,478,2544,2155,1843,1816,1176
1597,201803,"한강대로23길","CS100009","커피음료",5,0,0,0,0,0,2971942,66,34,0,40.1,35.9,16.2,3.9,3.9,1743885,741727,0,1180576,856835,343165,54676,50360,1,6,4,2,1,0,2,1,0,2,"CS100009","커피음료",1,1,134,68,66,1,5,22,19,35,52,11260,6988,4272,629,2761,2459,2073,2035,1303
1598,201803,"한강대로38길","CS100009","커피음료",120,0,0,0,0,0,134695438,39.9,60.1,0.5,34.7,40.7,14,7.5,2.6,47017001,69394706,916709,41608246,44734424,15837015,9284312,4031005,6,176,79,97,4,6,15,19,50,82,"CS100009","커피음료",6,6,4264,3357,907,0,230,1036,1794,1156,48,11698,6908,4790,127,3136,3685,2339,1482,929
1599,201803,"한강대로40길","CS100009","커피음료",87.5,0,0,0,0,0,36623335,60.1,39.9,1.7,35.2,25.4,22.5,12.3,2.9,20569445,9429139,739047,12302009,6674793,5983104,3519487,780147,4,115,60,55,2,15,31,14,15,38,"CS100009","커피음료",4,4,4885,3657,1228,2,310,1151,1949,1330,143,24803,14707,10095,517,6164,6588,5855,3399,2280
1600,201803,"한강대로43길","CS100009","커피음료",95,0,0,0,0,0,37625461,55.5,44.5,0.8,26.3,37.8,23.1,8.3,3.7,15926072,11927315,211972,7176480,9607514,6714827,2593507,1549090,5,864,422,442,67,118,252,136,118,173,"CS100009","커피음료",6,7,875,488,387,4,115,224,267,151,114,58219,32658,25561,1062,15372,19360,11304,6673,4449
1601,201803,"한강대로52길","CS100009","커피음료",196,75,25,25,25,0,66744491,45,55,0.5,31.3,31,26.5,7.3,3.5,21360227,26325613,132185,13353316,15173461,12159999,4741696,2125185,7,434,222,212,34,60,98,67,72,103,"CS100009","커피음료",6,6,690,475,215,0,118,201,152,115,104,105424,52741,52683,4065,38853,31757,16750,8717,5282
1602,201803,"한강대로62가길","CS100009","커피음료",60,0,0,0,0,0,7932759,56.1,43.9,0,14.8,36.7,31,9.1,8.4,4485189,3447570,0,1147985,2878553,2894838,658575,352808,1,57,33,24,4,5,3,8,11,26,"CS100009","커피음료",3,3,673,255,418,1,67,195,198,174,38,4506,2004,2502,0,1197,2319,528,393,68
1603,201803,"한강대로62길","CS100009","커피음료",163,0,0,0,0,0,63926833,67.6,32.4,0.6,35.4,30.6,22,7.9,3.5,35523020,20110964,224157,19343926,17741795,12277814,4488181,1558114,7,898,450,448,71,153,166,128,158,222,"CS100009","커피음료",5,7,714,439,275,0,114,227,174,122,77,26831,14926,11905,408,7097,7998,5081,4012,2235
1604,201803,"한강대로62다길","CS100009","커피음료",179,0,0,0,0,0,48300215,63.1,36.9,1,29.1,26.1,25.3,12.8,5.7,27879033,11284999,692262,12821107,8923748,8922884,5241634,2562400,5,435,225,210,48,61,101,66,69,90,"CS100009","커피음료",4,4,5217,3538,1679,11,586,1274,1983,1273,90,11275,6960,4315,101,2345,2642,2573,2250,1364
1605,201803,"한강대로7길","CS100009","커피음료",194,0,0,0,0,0,56456295,45.2,54.8,0.4,28.2,33.7,24.4,9.6,3.7,19342358,19177215,107363,10229310,13196373,8130345,5048075,1808113,7,1096,567,529,127,94,155,165,190,365,"CS100009","커피음료",8,8,1855,542,1313,36,803,537,178,110,191,32971,18284,14687,468,6499,7833,7429,5610,5131
1606,201803,"한강대로88길","CS100009","커피음료",9,0,0,0,0,0,25212389,18.5,81.5,2.5,79.5,8.7,2,5.6,1.6,5108838,20103551,509065,20626253,2068079,390890,1104491,513611,1,107,79,28,2,11,9,20,29,36,"CS100009","커피음료",1,1,1626,1137,489,7,206,418,377,261,357,19406,11830,7576,2648,5552,3413,2897,2911,1984
1607,201803,"한강대로96길","CS100009","커피음료",339,100,100,100,100,100,50165163,44.7,55.3,3,35.1,30.4,21.6,7.6,2.3,16570121,25744122,1162826,15025462,13701861,8931163,2635797,857139,9,2904,1528,1376,279,400,435,469,487,834,"CS100009","커피음료",6,6,26,3,23,1,5,8,2,7,3,38284,22228,16055,3842,10036,8342,6616,5482,3966
1608,201803,"한글비석로1길","CS100009","커피음료",70,0,0,0,0,0,26815569,40.1,59.9,0.1,13.7,24.2,29,27.5,5.5,9753303,14746104,56360,3071101,5403975,6970758,7582235,1414978,3,403,203,200,99,57,39,79,63,66,"CS100009","커피음료",2,3,182,70,112,1,12,40,35,52,42,2752,1343,1409,179,522,465,530,568,488
1609,201803,"한글비석로20길","CS100009","커피음료",321,0,0,0,0,0,84867915,44.2,55.8,4.7,32.3,22.4,21.9,14.2,4.6,34805222,45756049,2543608,21941769,17124705,19927544,14835335,4188313,9,385,215,170,41,69,47,69,64,95,"CS100009","커피음료",5,10,180,101,79,0,12,32,58,53,25,61524,32064,29460,5259,10311,9346,13189,13375,10044
1610,201803,"한글비석로23길","CS100009","커피음료",348,0,0,0,0,0,3599284,38.5,61.5,1.7,18.5,32.6,20.8,16.8,9.6,1212155,2083948,22322,446917,1006176,718837,696344,405507,3,3249,1575,1674,479,471,408,504,565,822,"CS100009","커피음료",5,5,234,79,155,0,43,41,54,62,34,167913,85351,82563,14401,31931,25059,30127,35903,30493
1612,201803,"한글비석로46길","CS100009","커피음료",73.5,0,0,0,0,0,50330246,37.4,62.6,2.3,36.1,27.1,17.3,12.5,4.8,17213328,33116918,1020236,15666525,11671622,12546149,6436271,2989443,6,5642,2851,2791,775,772,680,920,970,1525,"CS100009","커피음료",6,7,266,109,157,2,32,39,83,63,47,143810,73754,70056,10087,30226,20229,26201,29597,27470
1614,201803,"한글비석로48길","CS100009","커피음료",21,0,0,0,0,0,9578411,37.8,62.2,5.8,31.9,26.6,24.3,10.3,1.1,3682902,5895509,519033,2797429,2720643,2541332,898717,101257,1,699,314,385,114,91,95,134,119,146,"CS100009","커피음료",0,1,44,18,26,0,1,7,12,15,9,10522,5146,5376,1450,2100,1697,2088,1886,1302
1616,201803,"한남대로20길","CS100009","커피음료",135.3333333,100,100,100,100,100,125464023,29.8,70.2,0.7,32.8,33,18.9,11.2,3.3,32677903,75900332,690653,34561487,35011398,20559091,12665895,5089712,6,215,102,113,19,40,45,39,25,47,"CS100009","커피음료",7,9,328,163,165,0,107,132,45,28,16,25575,11615,13960,183,6106,8168,5531,2837,2749
1617,201803,"한남대로21길","CS100009","커피음료",15,0,0,0,0,0,32821536,37.9,62.1,0.9,52.7,28.9,10.2,5.4,1.9,11451695,18176405,145238,15321429,7705556,4392965,1619262,443651,2,54,29,25,10,8,14,11,7,4,"CS100009","커피음료",4,4,60,29,31,0,11,15,18,8,8,9599,4829,4770,56,2744,2370,1749,1392,1289
1618,201803,"한남대로27길","CS100009","커피음료",91.5,100,100,100,100,100,338909144,31.5,68.5,1.5,56.3,26.3,8.9,5.4,1.6,97268921,210112501,3654849,171316117,84601397,26295779,16904904,4608379,9,771,351,420,74,116,228,130,88,135,"CS100009","커피음료",6,7,329,169,160,4,111,102,58,30,24,31168,13079,18089,661,12369,9274,5029,2312,1523
1619,201803,"한남대로42길","CS100009","커피음료",45,0,0,0,0,0,26767425,36.2,63.8,0.9,51.2,29.6,14.8,2.4,1,9503890,17263535,394430,12591208,8952746,3964482,756987,107572,4,502,231,271,64,70,93,92,77,106,"CS100009","커피음료",6,6,240,138,102,0,67,72,54,28,19,6481,3230,3251,43,1262,2400,1415,792,569
1620,201803,"한림말1길","CS100009","커피음료",125,100,100,0,0,0,55607219,50.6,49.4,1.3,30.8,28.1,19.9,11.3,8.6,23762503,26473999,454916,14524853,13935160,10183575,6075080,5062919,3,746,353,393,101,111,152,109,92,181,"CS100009","커피음료",3,4,228,141,87,0,39,47,63,55,24,32179,13752,18427,1377,5671,7388,6839,5517,5387
1621,201803,"한림말3길","CS100009","커피음료",144,100,100,50,50,50,36381592,47,53,1.6,26.5,26.8,24.1,11.2,9.9,15057992,18315616,397275,8297302,9097956,8174971,3823935,3582171,4,628,290,338,86,92,120,98,75,157,"CS100009","커피음료",5,6,148,83,65,0,22,25,41,39,21,51841,21582,30259,2228,8780,11669,11098,9238,8827
1622,201803,"한림말길","CS100009","커피음료",116,100,100,100,100,100,40942023,39.2,60.8,0.8,22.6,31.5,25,12,8,13626607,23395468,213304,7993816,11140234,9630415,5066290,2978018,5,1004,451,553,158,137,219,186,137,167,"CS100009","커피음료",6,8,300,106,194,0,44,56,89,81,30,54566,23941,30626,3382,8554,12726,10761,9908,9236
